Player,Team,W,L,ERA,APP,GS,CG,SHO,SV,IP,H,R,ER,BB,SO,WP,HP,OBA
Marty Tolson,UMES,0,8,4.64,12,12,1,0,0,64,76,52,33,23,53,9,10,0.293
James Proctor,Princeton,1,5,4.65,10,10,2,1,0,50.1,60,35,26,29,66,22,10,0.293
Brock Love,Alabama,5,5,4.65,15,13,0,0,0,60,59,35,31,25,66,4,3,0.252
Joey Machado,Omaha,6,3,4.65,14,14,0,0,0,69.2,69,36,36,31,64,3,6,0.259
Shane Connolly,The Citadel,3,7,4.66,14,14,2,2,0,77.1,94,50,40,23,38,6,5,0.296
Griffan Smith,Ohio State,7,5,4.66,19,17,2,0,1,96.2,93,55,50,41,96,8,9,0.249
Kyle Murphy,Northeastern,5,4,4.66,20,11,1,1,0,67.2,60,36,35,35,66,10,6,0.236
Jeremiah Burke,Georgetown,2,8,4.66,14,14,1,0,0,85,83,56,44,25,86,7,5,0.249
Drew Parrish,Florida State,9,5,4.68,19,18,0,0,0,94.1,89,56,49,32,125,3,5,0.245
Luke Rettig,Lehigh,2,4,4.68,12,10,0,0,0,50,48,35,26,21,47,3,14,0.257
Aaron Davenport,Hawaii,2,5,4.68,14,12,0,0,0,57.2,62,36,30,20,53,9,14,0.279
Patrick Mitchell,Central Connecticut,6,3,4.69,14,11,2,0,0,73,84,39,38,19,44,0,0,0.299
Isaac Campbell,Gardner-Webb,4,5,4.69,15,15,0,0,0,78.2,81,44,41,35,65,1,13,0.266
Parker Brahms,Sacramento State,4,4,4.7,19,15,0,0,0,76.2,71,46,40,29,87,0,0,0.257
Zack Hess,LSU,4,5,4.71,19,10,0,0,2,70.2,80,39,37,35,82,2,8,0.285
Blake Sodersten,Cal State Northridge,2,3,4.72,16,14,0,0,0,61,84,38,32,13,50,3,6,0.323
Ryan Randel,Houston,4,2,4.72,14,13,0,0,0,61,61,40,32,24,39,3,5,0.265
Collin Baumgartner,SIU Edwardsville,2,5,4.72,15,15,0,0,0,74.1,79,46,39,30,82,0,0,0.283
Hunter McMahon,Texas State,5,5,4.72,17,14,2,0,1,87.2,84,52,46,31,71,5,11,0.258
Jacob Cantleberry,Missouri,4,5,4.73,16,12,0,0,0,72.1,82,43,38,31,97,5,8,0.289
Anthony Veneziano,Coastal Carolina,5,3,4.73,21,14,0,0,0,78,79,50,41,30,85,12,7,0.259
Kade Strowd,West Virginia,5,6,4.73,16,15,0,0,1,83.2,67,49,44,59,87,5,5,0.218
Trey McGough,Mount St. Mary's,3,4,4.74,12,12,0,0,0,68.1,79,44,36,18,60,0,0,0.301
Tanner Graham,UAB,6,4,4.74,16,10,0,0,1,68.1,71,39,36,14,41,3,5,0.271
Josh McMinn,Oral Roberts,7,5,4.75,15,15,0,0,0,91,102,56,48,30,92,0,0,0.293
Matt Walker,Illinois State,5,8,4.75,16,16,1,0,0,77.2,74,53,41,39,79,9,6,0.259
Dylan Cumming,Chicago State,2,3,4.77,15,6,0,0,0,56.2,55,36,30,38,60,0,0,0.266
Jeff Kersten,Connecticut,5,4,4.78,19,16,0,0,0,84.2,103,49,45,33,69,9,10,0.301
Mason Hiser,Southern Illinois,4,4,4.79,14,14,0,0,0,73.1,81,49,39,18,45,5,8,0.273
Michael Kuypers,Mount St. Mary's,3,5,4.79,13,7,1,0,2,56.1,71,40,30,16,42,0,0,0.319
Joey Cooner,Charlotte,1,1,4.82,21,4,0,0,1,61.2,80,36,33,14,50,3,4,0.314
Luis Torres-Lopez,Savannah State,2,5,4.82,12,12,1,0,0,80.1,95,48,43,28,45,5,8,0.298
Tyler Stafflinger,New Jersey Tech,2,6,4.82,13,12,1,0,0,74.2,80,48,40,22,53,8,4,0.268
Caleb Sleeman,Michigan State,2,4,4.82,23,9,0,0,1,56,57,36,30,29,55,12,6,0.264
Garett Delano,Brown,3,5,4.83,11,11,1,0,0,69,74,46,37,20,41,4,5,0.28
Nate Alberius,Arkansas State,5,5,4.83,14,14,1,0,0,78.1,98,58,42,25,56,7,4,0.304
Josh Hancock,Florida A&M,6,7,4.83,17,17,1,1,0,91.1,96,61,49,37,60,10,10,0.274
David Rhodes,Washington,5,6,4.84,15,14,0,0,0,67,67,43,36,27,45,0,1,0.258
Nicholas Fraze,Texas State,6,4,4.84,16,15,0,0,0,89.1,84,54,48,31,81,15,9,0.244
Corey Jackson,UNC Greensboro,7,1,4.84,31,0,0,0,0,57.2,50,34,31,41,70,8,4,0.23
Chase Walter,Western Carolina,5,6,4.84,19,11,1,0,1,93,92,57,50,46,114,20,7,0.256
Ryan Anderson,Nevada,4,5,4.84,14,14,0,0,0,70.2,63,39,38,30,64,2,17,0.243
Hunter Gaddis,Georgia State,1,7,4.85,15,14,1,0,0,91,89,55,49,21,112,3,4,0.248
Jahmon Taylor,Coppin State,3,5,4.86,13,11,0,0,0,63,59,44,34,34,71,12,12,0.245
Jordan Jones,Washington,4,6,4.86,15,15,1,0,0,87,86,54,47,31,79,1,5,0.255
Gordon Graceffo,Villanova,3,8,4.88,17,13,1,0,0,72,82,48,39,25,47,5,7,0.287
Alec Wisely,South Florida,3,4,4.88,15,15,0,0,0,75.2,71,44,41,25,54,2,13,0.251
David Stiehl,Northeastern,6,4,4.89,20,10,1,1,0,70,78,44,38,32,58,13,3,0.277
Thad Harris,Winthrop,4,6,4.9,14,13,1,0,0,71.2,79,52,39,25,46,3,4,0.275
John Michael Bertrand,Furman,4,6,4.9,15,13,1,0,0,82.2,96,60,45,30,62,3,4,0.29
Nathaniel Garley,New Mexico,6,4,4.92,13,13,0,0,0,75,96,45,41,24,47,8,5,0.313
Erik Hedmark,Northern Illinois,3,7,4.92,15,12,0,0,0,71.1,84,54,39,30,46,4,5,0.291
Quinn Flanagan,Arizona,8,3,4.92,17,13,1,1,1,67.2,75,48,37,26,42,11,5,0.272
Jeremy Rivera,Alabama State,7,4,4.93,18,7,1,0,2,65.2,83,53,36,24,60,9,11,0.306
Austin Bergner,North Carolina,6,1,4.94,16,16,0,0,0,82,91,52,45,31,77,12,3,0.277
Brennan Kelly,Eastern Kentucky,4,4,4.95,15,15,1,0,0,80,98,62,44,34,51,4,4,0.313
Zach Carter,Houston Baptist,4,8,4.97,13,13,1,0,0,83.1,109,54,46,16,54,3,10,0.319
Nick Dombkowski,Hartford,3,6,4.97,14,14,1,0,0,83.1,90,52,46,24,78,2,4,0.276
Chase Anderson,Norfolk State,6,3,4.98,15,13,2,0,0,85,99,63,47,28,97,13,2,0.285
Alec Mendez,Bethune-Cookman,0,4,4.98,23,6,0,0,0,59.2,62,37,33,25,40,5,9,0.265
Neil Abbatiello,Wagner,2,5,4.98,14,14,0,0,0,77.2,80,48,43,34,62,13,13,0.268
Cam Tringali,South Carolina,2,4,5,24,8,0,0,1,66.2,63,43,37,20,59,11,12,0.25
Nate Grisius,Bucknell,2,6,5.01,14,8,1,0,0,50.1,44,44,28,31,40,6,10,0.233
Eli Davis,Kansas,5,3,5.02,12,12,0,0,0,66.1,81,45,37,20,51,6,4,0.303
Aron Solis,Texas Southern,5,3,5.03,15,11,4,2,2,91.1,102,55,51,28,89,9,16,0.29
Liam Eddy,Wichita State,5,8,5.04,16,10,0,0,0,80.1,88,48,45,29,46,6,10,0.278
Julian Washburn,San Francisco,8,2,5.04,21,3,0,0,0,60.2,63,35,34,25,39,6,9,0.272
Quinn Lavelle,Northwestern,3,6,5.04,11,11,1,1,0,60.2,73,41,34,14,43,6,4,0.294
Will Lozinak,Morehead State,8,1,5.05,16,15,0,0,0,76.2,86,50,43,15,51,7,5,0.28
Joe Vranesic,Western Carolina,1,4,5.05,19,5,0,0,0,57,69,39,32,25,48,12,7,0.296
Nick Trogrlic-Iverson,Gonzaga,4,3,5.05,26,7,0,0,1,67.2,70,40,38,22,41,2,5,0.28
Ben Contento,St. Bonaventure,1,5,5.06,12,7,0,0,1,53.1,49,35,30,33,50,0,0,0.255
Mac Lardner,Gonzaga,6,4,5.06,13,13,0,0,0,74.2,80,43,42,15,69,5,6,0.279
Zach Thompson,Maryland,3,6,5.08,14,14,0,0,0,83.1,77,56,47,27,63,5,18,0.245
James Kelly,Monmouth,2,6,5.08,14,13,0,0,0,62,73,43,35,30,41,1,5,0.298
Wesley Moore,Cal State Northridge,4,6,5.09,16,14,1,1,0,74.1,74,46,42,37,62,8,10,0.26
Nick Johnson,Mississippi Valley State,3,5,5.09,12,12,1,0,0,69,91,45,39,18,30,0,9,0.327
Ryan Bader,Northwestern,3,4,5.09,16,7,0,0,0,58.1,62,34,33,24,40,3,3,0.273
Cameron Jabara,UNLV,2,7,5.09,15,14,1,0,0,88.1,109,57,50,25,59,6,5,0.309
Jerry Maddox,Northwestern State,4,4,5.1,18,12,0,0,1,60,63,42,34,32,67,7,8,0.269
Patrick J. Smith,Purdue,4,4,5.1,17,13,0,0,0,60,63,39,34,35,70,7,9,0.266
Dusty Schramm,Utah,2,4,5.1,16,8,0,0,2,54.2,73,37,31,23,35,1,1,0.317
Tyler Hays,Bowling Green,2,6,5.1,14,14,0,0,0,67,74,45,38,32,72,4,5,0.281
Bailey Holstein,New Orleans,2,2,5.11,19,6,0,0,0,56.1,59,33,32,15,35,8,5,0.269
John Clayton,Albany,6,3,5.12,13,12,0,0,0,63.1,65,37,36,15,51,4,2,0.265
Kenny Ogg,Ohio,4,8,5.12,14,14,2,0,0,82.2,110,54,47,20,54,0,0,0.331
Matt Gaskins,Oral Roberts,5,5,5.13,15,15,2,0,0,79,84,49,45,35,53,0,0,0.283
Chase Solesky,Tulane,6,4,5.13,15,14,0,0,0,73.2,69,43,42,33,70,8,4,0.25
Chandler Coates,Arkansas State,4,5,5.13,17,10,1,0,0,73.2,76,52,42,27,54,6,7,0.275
Sean Lubreski,New Jersey Tech,4,7,5.14,13,13,3,0,0,84,120,54,48,27,39,3,9,0.348
Keegan McCarville,Santa Clara,4,7,5.15,21,9,0,0,0,64.2,73,43,37,24,68,0,0,0.296
Jed Moscot,Bradley,4,1,5.15,17,4,0,0,1,50.2,51,36,29,24,34,3,1,0.267
Reece Calvert,Western Kentucky,3,3,5.16,13,12,1,0,0,59.1,72,37,34,18,44,7,6,0.309
Ricardo Rivera,Alabama State,6,3,5.16,13,10,2,0,1,59.1,64,41,34,37,46,2,5,0.281
Ryan Kennedy,Kennesaw State,5,3,5.16,14,14,0,0,0,75,83,45,43,25,66,7,5,0.282
Anthony Becerra,Jackson State,3,6,5.16,17,12,2,0,0,75,75,59,43,43,73,7,17,0.257
Jackson Wolf,West Virginia,2,4,5.17,15,13,0,0,0,69.2,79,44,40,31,50,7,5,0.29
Joe Rock,Ohio,2,4,5.19,16,11,0,0,0,59,64,42,34,37,41,0,0,0.287
Randy Labaut,Arizona,8,3,5.19,15,13,0,0,0,85,93,54,49,32,79,4,3,0.278
Amos Willingham,Georgia Tech,8,2,5.19,18,13,0,0,0,69.1,78,47,40,19,42,4,7,0.285
Sawyer Gipson-Long,Mercer,8,4,5.21,23,14,0,0,0,83,100,53,48,18,99,9,2,0.292
Alex Weigand,Evansville,2,6,5.21,16,11,0,0,0,57,78,37,33,19,57,6,5,0.324
Zach McCambley,Coastal Carolina,6,3,5.21,22,11,0,0,1,67.1,74,44,39,27,76,16,13,0.277
Eli Finney,Southern,6,3,5.22,15,11,0,0,0,69,72,48,40,28,53,5,11,0.27
Dan Bergtholdt,Southeast Missouri State,5,6,5.23,18,7,0,0,1,62,66,41,36,27,51,3,2,0.274
Nikoh Mitchell,Fresno State,3,4,5.23,19,15,0,0,0,62,75,44,36,37,51,16,7,0.298
Chase Maddux,UNLV,3,6,5.23,15,15,0,0,0,74,99,49,43,17,33,2,6,0.327
Dylan Burns,South Florida,3,3,5.23,21,5,0,0,1,53.1,53,38,31,28,36,8,7,0.249
Logan Robbins,Louisiana Tech,4,4,5.24,15,14,0,0,0,65.1,76,44,38,28,48,8,11,0.298
Peyton Wigginton,Middle Tennessee,5,5,5.25,14,14,2,1,0,84,108,52,49,22,79,5,4,0.311
Jeff Belge,St. John's,4,5,5.25,15,13,0,0,0,61.2,52,37,36,54,73,10,5,0.23
Ricky Reynoso,Pacific,1,5,5.26,14,11,0,0,0,65,71,48,38,24,71,0,0,0.288
Jon Tieman,Valparaiso,2,10,5.28,15,15,1,0,0,88.2,88,67,52,40,78,8,4,0.256
Collin Garner,Brown,3,5,5.29,11,11,0,0,0,64.2,79,48,38,19,31,3,7,0.306
Cam Baumann,Iowa,4,5,5.29,15,14,0,0,0,64.2,77,42,38,38,54,4,8,0.294
Tanner Hall,Mercer,8,6,5.29,18,16,0,0,1,81.2,84,50,48,24,66,6,7,0.265
Gunnar Hoglund,Ole Miss,3,3,5.29,17,16,0,0,0,68,77,45,40,14,53,2,7,0.282
Jaret Bennett,Charleston Southern,3,5,5.3,14,14,1,0,0,71.1,86,49,42,24,44,0,0,0.309
Tyler Santana,Jacksonville,4,4,5.3,16,16,0,0,0,90,90,55,53,40,76,12,7,0.269
Mason Wells,Gonzaga,2,4,5.31,15,9,2,0,0,59.1,46,37,35,34,39,0,7,0.217
Brandon Mitchell,New Orleans,3,4,5.31,15,10,0,0,0,61,63,37,36,33,43,5,11,0.27
Chris Brown,UC Davis,3,6,5.31,14,13,1,0,0,61,81,46,36,20,32,2,3,0.328
Arthur Correira,Quinnipiac,3,4,5.31,13,13,0,0,0,62.2,68,44,37,23,45,4,5,0.275
Jack Leftwich,Florida,6,5,5.31,13,13,1,1,0,62.2,68,40,37,18,62,3,7,0.273
Greg Marino,Stony Brook,5,5,5.32,15,15,0,0,0,88,90,58,52,18,77,3,10,0.262
Damien Richard,Xavier,2,3,5.32,16,9,0,0,0,67.2,76,43,40,25,57,3,10,0.288
Tommy Mace,Florida,8,5,5.32,16,16,1,0,0,89.2,91,59,53,38,74,6,16,0.27
Issac Bracken,Northern Colorado,2,5,5.32,13,13,1,0,0,69.1,82,48,41,27,55,11,12,0.293
Jordan Carr,UNC Asheville,3,9,5.32,14,14,1,0,0,71,89,51,42,21,46,7,8,0.31
Dylan Dodd,Southeast Missouri State,4,5,5.33,14,14,0,0,0,76,81,47,45,22,77,3,5,0.267
Hayden Rosenkrantz,Washington State,2,4,5.34,14,8,0,0,0,55.2,66,36,33,18,41,5,6,0.297
Kyle Smith,Prairie View,4,6,5.34,12,12,3,0,0,84.1,105,72,50,29,51,6,22,0.305
Bill Chillari,Duke,2,4,5.35,19,16,0,0,0,67.1,75,48,40,30,48,4,7,0.282
Kyle Luckham,Cal State Fullerton,4,6,5.37,18,6,0,0,1,58.2,70,39,35,24,51,0,0,0.308
Aaron Rea,Coppin State,5,4,5.37,12,12,0,0,0,65.1,70,47,39,27,71,6,2,0.269
Jose Torres,Little Rock,2,4,5.37,18,15,0,0,0,70.1,83,53,42,25,62,11,7,0.293
Reece Eddins,Nebraska,6,4,5.37,15,13,0,0,0,68.2,82,46,41,19,48,6,5,0.301
Ryan LaMay,Sacred Heart,3,5,5.38,15,13,1,0,0,77,82,48,46,20,46,0,0,0.283
Brooks Buckler,Kennesaw State,2,6,5.38,14,14,0,0,0,82,97,54,49,21,52,1,5,0.301
A.J. Kullman,Cincinnati,2,6,5.4,23,9,0,0,2,70,84,48,42,31,56,6,10,0.3
Jared DiCesare,George Mason,4,7,5.4,14,13,2,0,0,80,100,55,48,17,59,5,3,0.308
Caleb Hill,Savannah State,3,5,5.42,12,12,2,0,0,74.2,80,53,45,32,31,5,19,0.28
John Matthews,Kent State,7,6,5.45,16,11,0,0,0,77.2,73,56,47,25,91,6,14,0.245
Josh Barr,Florida A&M,1,5,5.45,18,15,1,1,0,76,99,62,46,23,39,6,10,0.319
Nick Silva,Maine,4,6,5.45,16,14,2,0,0,72.2,67,49,44,36,59,10,12,0.25
Ryan Cyr,Kansas,4,7,5.46,16,15,4,1,0,97.1,101,62,59,29,61,4,6,0.27
Kyle Schmitt,USC Upstate,2,3,5.46,19,13,0,0,0,57.2,55,37,35,30,33,5,8,0.263
Eric Walker,LSU,5,4,5.48,18,15,0,0,0,72.1,67,44,44,32,56,3,8,0.247
Zach Pederson,LIU Brooklyn,4,5,5.48,19,10,0,0,1,69,82,55,42,30,56,4,8,0.29
Cullen Kafka,Oregon,5,5,5.48,15,14,0,0,0,67.1,87,54,41,42,58,0,0,0.324
Mason Erla,Michigan State,2,10,5.49,14,14,0,0,0,82,102,60,50,29,61,6,10,0.304
Jonathan Clark,San Jose State,2,3,5.49,17,10,1,0,0,59,62,41,36,27,34,9,4,0.272
Patrick Halligan,George Mason,4,5,5.49,12,11,0,0,0,57.1,64,37,35,22,34,2,13,0.284
Matt Hargreaves,Air Force,3,4,5.5,13,10,0,0,0,54,73,40,33,19,35,3,3,0.336
Tevin Cadola,San Jose State,5,3,5.51,13,13,0,0,0,68.2,87,47,42,39,54,6,2,0.312
Leo Perez,Texas A&M-Corpus Christi,2,3,5.53,17,12,0,0,0,57,60,38,35,27,42,4,9,0.282
Joey Silan,Delaware,3,5,5.53,16,11,0,0,0,68.1,69,48,42,43,51,6,8,0.264
Zak Baayoun,Long Beach State,3,9,5.54,17,12,0,0,1,79.2,88,54,49,37,47,10,9,0.294
Andrew Bohm,Purdue,0,9,5.54,15,12,0,0,0,65,67,50,40,37,73,11,7,0.265
Michael YaSenka,Eastern Illinois,4,7,5.56,15,15,0,0,0,90.2,93,61,56,33,100,9,11,0.264
Trevor McMurray,Murray State,3,7,5.56,13,13,1,0,0,68,74,54,42,36,62,5,3,0.274
Zach Smith,North Dakota State,1,5,5.56,13,13,0,0,0,66.1,85,50,41,25,47,6,4,0.323
Tyler Smith,East Carolina,7,1,5.57,16,15,0,0,0,74.1,86,49,46,28,49,2,10,0.293
Spenser Dexter,Eastern Illinois,3,3,5.59,15,10,0,0,2,67.2,74,44,42,22,68,4,3,0.274
Boyd Vander Kooi,Arizona State,4,4,5.59,16,16,1,0,0,95,111,64,59,39,85,10,9,0.301
Trey McLoughlin,Fairfield,5,5,5.59,14,14,2,1,0,75.2,80,55,47,27,82,6,11,0.279
Tyler Yeh,Seattle,2,5,5.59,20,12,0,0,2,66,83,53,41,35,48,14,7,0.317
Blake Hannah,UC Davis,3,5,5.6,17,11,0,0,0,54.2,72,35,34,10,38,2,2,0.323
Michael Hovermill,Alabama A&M,5,5,5.6,15,13,0,0,0,72.1,79,50,45,30,40,5,0,0.289
Dan Klepchick,Monmouth,4,3,5.61,12,12,0,0,0,59.1,73,38,37,11,51,2,3,0.307
Graham Ashcraft,UAB,2,5,5.63,17,9,0,0,0,56,60,51,35,39,53,13,16,0.265
Zach Linginfelter,Tennessee,6,6,5.64,17,16,0,0,0,68.2,61,46,43,27,71,11,9,0.238
Chris Modrzynski,Western Michigan,4,3,5.65,16,14,0,0,0,63.2,79,42,40,23,45,2,7,0.302
Cameron Brown,Notre Dame,4,6,5.65,15,14,1,0,0,78,92,59,49,34,89,3,5,0.288
Spencer Koelewyn,Omaha,4,2,5.68,15,14,0,0,0,57,32,36,36,63,79,8,4,0.167
Kyle Hurt,Southern California,3,7,5.69,17,12,0,0,0,74.1,61,52,47,41,81,7,6,0.223
Ty Barnes,UL Monroe,5,3,5.69,16,10,2,1,0,61.2,65,43,39,24,36,3,4,0.265
Jordan Beatson,Furman,4,1,5.71,28,2,0,0,2,58.1,73,47,37,33,43,5,3,0.315
Zane Collins,Wright State,8,4,5.72,15,15,0,0,0,74,74,54,47,46,65,8,4,0.26
Nate Packard,Portland,3,1,5.73,16,8,0,0,0,55,66,40,35,28,40,11,9,0.306
Colin Peluse,Wake Forest,3,8,5.74,15,15,0,0,0,80,95,59,51,36,71,4,5,0.294
Jose Figueroa,Alabama A&M,3,5,5.74,16,5,0,0,0,58,70,44,37,30,44,2,6,0.309
Skyler Pichardo,Marist,4,6,5.74,15,14,0,0,0,73.2,90,51,47,34,61,21,10,0.296
Denson Hull,Creighton,5,4,5.75,19,18,1,1,0,72,65,46,46,39,58,10,8,0.241
Jason Reynolds,Lehigh,2,6,5.76,13,8,1,0,1,50,56,36,32,24,49,6,6,0.286
Eric Ligda,Wagner,0,7,5.78,14,14,0,0,0,76.1,86,57,49,39,64,11,7,0.283
Jaret Edwards,George Washington,6,3,5.8,19,10,0,0,1,68.1,85,50,44,23,44,3,4,0.307
Mike Ruff,Florida Atlantic,6,5,5.8,16,16,0,0,0,85.1,85,57,55,41,98,10,6,0.254
Joshua Tedeschi,Utah,5,5,5.8,14,13,0,0,0,76,100,55,49,29,49,2,5,0.317
Chris Ludman,Delaware,3,8,5.82,15,12,2,1,0,77.1,104,55,50,16,56,6,12,0.321
Bryce McGowan,Charlotte,2,7,5.82,15,12,0,0,0,55.2,64,46,36,36,41,6,7,0.282
Mason Furlong,Texas Southern,4,6,5.82,17,12,1,0,0,85,93,68,55,50,61,6,15,0.283
Adam Lukas,Evansville,5,6,5.82,14,14,0,0,0,68,59,47,44,40,75,6,6,0.24
Jeb Bemiss,Cornell,2,3,5.83,12,6,0,0,0,46.1,55,32,30,7,39,2,3,0.306
Winston Cannon,Tennessee-Martin,6,9,5.84,18,14,0,0,0,78.2,88,55,51,29,77,12,4,0.282
Jacob Laws,North Alabama,1,7,5.86,14,14,0,0,0,55.1,61,38,36,31,53,3,9,0.28
Steve Epstein,Saint Peter's,1,2,5.86,26,3,1,0,1,55.1,79,40,36,18,33,3,2,0.342
Jeremiah Priddy,UC Riverside,0,7,5.86,23,11,0,0,0,58.1,85,41,38,19,46,4,5,0.34
Logan Bailey,Louisiana Tech,6,5,5.86,17,14,0,0,0,73.2,99,54,48,22,63,1,8,0.322
Peyton Baker,Alabama A&M,4,3,5.89,14,4,0,0,0,52,65,44,34,23,41,1,9,0.316
JP Woodward,Lafayette,5,7,5.9,12,12,3,0,0,68.2,72,52,45,29,69,8,8,0.273
Michael Knorr,Cal State Fullerton,4,4,5.9,14,11,0,0,0,61,74,43,40,17,34,0,0,0.31
Jake Lochner,Missouri State,3,3,5.9,18,9,0,0,0,61,68,48,40,25,57,6,9,0.286
Chris Williams,UCF,6,5,5.92,13,12,0,0,0,73,97,53,48,13,70,3,4,0.32
Justin Murray,Dartmouth,2,5,5.93,10,9,0,0,0,54.2,71,39,36,11,32,3,6,0.305
Mike Vasil,Virginia,2,6,5.93,13,12,0,0,0,57.2,68,39,38,22,40,6,3,0.294
Pat McGowan,Holy Cross,2,9,5.94,14,14,1,0,0,69.2,83,51,46,30,57,6,12,0.292
Jonathan Nicholson,Abilene Christian,4,5,5.95,13,12,0,0,1,56,66,45,37,23,43,0,0,0.304
Zach Fricke,Valparaiso,3,4,5.95,16,9,1,0,0,59,61,45,39,41,39,10,13,0.272
Owen Sharts,Nevada,3,8,5.96,14,14,0,0,0,68,63,55,45,35,40,11,15,0.243
Nathan Skinner,Dartmouth,3,6,5.96,11,8,0,0,0,51.1,57,36,34,17,26,0,9,0.288
Jeff Lindgren,Illinois State,5,5,5.96,19,14,0,0,0,83,96,63,55,25,69,5,9,0.294
Taylor Purus,Western Carolina,5,5,5.98,17,11,0,0,0,87.1,96,65,58,40,86,17,9,0.275
Trevor LaBonte,Maryland,1,6,5.99,15,12,0,0,0,64.2,57,48,43,41,52,11,10,0.235
Blake Begner,Southern Illinois,6,7,6.02,15,13,0,0,0,67.1,81,55,45,26,44,7,3,0.292
Dylan Givens,Southern Illinois,3,6,6.02,12,11,0,0,0,61.1,75,51,41,23,37,7,7,0.301
Hunter Smith,Memphis,5,8,6.04,16,15,0,0,0,82,100,65,55,24,80,3,10,0.304
Trayson Kubo,Stephen F. Austin,3,4,6.05,19,10,0,0,0,64,72,48,43,38,64,7,8,0.296
A.J. Block,Washington State,0,8,6.06,14,14,0,0,0,71.1,77,53,48,32,68,10,8,0.283
Jake Spillane,UC Davis,1,3,6.07,14,9,0,0,0,59.1,74,45,40,23,20,4,6,0.319
Jonathan Rosero,Villanova,1,7,6.11,25,9,0,0,2,66.1,73,55,45,38,52,15,8,0.279
Braydon Nelson,St. Bonaventure,2,6,6.11,12,12,0,0,0,73.2,79,59,50,28,73,0,0,0.286
Ian Concevitch,Savannah State,3,3,6.13,15,7,0,0,0,47,64,36,32,27,26,2,10,0.337
Nick Robinson,Rhode Island,2,7,6.13,12,10,0,0,0,61.2,71,50,42,21,54,0,0,0.301
Phillip Sanderson,UNC Greensboro,5,4,6.16,16,15,0,0,0,68.2,86,56,47,32,57,7,4,0.307
Jacob Ferris,Eastern Kentucky,6,5,6.17,18,12,0,0,0,65.2,63,52,45,37,60,7,6,0.25
Joe Johnson,High Point,4,5,6.18,14,12,0,0,0,55.1,70,49,38,18,33,1,3,0.303
Jared Kacso,New Jersey Tech,2,5,6.2,13,12,2,0,1,74,91,57,51,22,28,4,6,0.294
Bradley Griggs,UTSA,4,4,6.21,31,3,0,0,2,58,71,44,40,24,55,10,8,0.302
Aaron Cohn,Fairleigh Dickinson,4,3,6.21,14,7,1,1,0,58,70,44,40,24,21,6,7,0.294
Kaikepono Anderson,UT Arlington,6,4,6.21,16,15,0,0,0,66.2,76,53,46,22,57,4,9,0.283
Preston Snavely,Wichita State,3,4,6.21,17,12,0,0,0,66.2,62,48,46,46,62,6,8,0.255
Andrew Melnyk,Longwood,0,5,6.22,16,13,0,0,0,59.1,73,52,41,40,48,5,4,0.304
Kyle Ruehlman,Gardner-Webb,5,4,6.25,20,9,0,0,0,67.2,89,52,47,13,36,2,4,0.312
Jacob Stobart,Stephen F. Austin,6,5,6.27,19,13,0,0,0,60.1,77,50,42,27,46,7,4,0.304
Chris Dodrill,Iona,2,8,6.28,14,13,0,0,0,61.2,90,60,43,34,52,6,4,0.336
Cole O'Connor,Dartmouth,4,4,6.29,10,10,2,0,0,68.2,94,52,48,17,26,2,5,0.332
Justin Dehn,New Mexico State,9,3,6.3,16,15,1,0,0,74.1,81,57,52,27,46,14,11,0.279
Noah Murdock,Virginia,3,6,6.3,14,14,0,0,0,74.1,92,57,52,33,69,3,13,0.302
Nick Torres,LIU Brooklyn,3,6,6.31,16,9,1,1,1,55.2,65,39,39,17,40,6,10,0.295
Brendan Medoro,Fairleigh Dickinson,6,4,6.31,15,7,0,0,0,71.1,101,69,50,25,33,5,3,0.33
Will Tomlinson,Brown,1,6,6.33,18,8,0,0,4,48.1,60,42,34,28,31,9,6,0.313
Peter Kemble,Maine,3,7,6.37,16,10,1,0,0,53.2,56,45,38,27,31,3,5,0.271
Dwayne Marshall,UMES,3,5,6.38,12,12,1,1,0,60.2,74,51,43,25,66,7,9,0.307
Mark Leonard,Tennessee Tech,2,4,6.43,15,10,0,0,0,63,67,50,45,25,60,0,0,0.283
Jared Reklaitis,Milwaukee,9,5,6.43,20,18,0,0,0,99.1,120,74,71,34,104,19,14,0.299
Ryan Cusick,Wake Forest,7,3,6.44,19,12,0,0,0,65.2,85,56,47,29,55,4,3,0.313
Davis Schwab,Missouri State,3,5,6.45,19,9,0,0,0,60,67,45,43,38,68,6,5,0.284
Jeremy Carrow,Delaware State,4,4,6.46,18,4,0,0,3,46,57,43,33,12,43,3,9,0.297
Carson Lester,Middle Tennessee,1,7,6.47,16,12,0,0,0,64,94,62,46,22,45,4,3,0.336
Carson Pinkney,Charlotte,3,7,6.47,18,12,0,0,0,57,66,45,41,26,49,1,2,0.292
Jared Shuster,Wake Forest,4,4,6.49,15,12,0,0,0,68,83,57,49,37,94,6,2,0.291
Austin Kitchen,Coastal Carolina,6,4,6.5,17,13,0,0,1,70.2,102,61,51,23,61,4,5,0.334
Ryan Czanstkowski,Charlotte,2,6,6.5,16,9,0,0,1,54,61,42,39,29,34,0,8,0.296
Doug Smith,Toledo,3,5,6.5,14,13,0,0,0,63.2,82,57,46,29,43,0,0,0.325
Brandon White,Washington State,2,8,6.52,15,14,0,0,0,58,73,47,42,24,49,7,5,0.302
