Player,Team,W,L,ERA,APP,GS,CG,SHO,SV,IP,H,R,ER,BB,SO,WP,HP,OBA
Cooper Hjerpe,Oregon State,11,2,2.53,18,17,0,0,1,103.1,67,31,29,23,161,3,10,0.18
Drew Thorpe,Cal Poly,10,1,2.32,15,15,1,1,0,104.2,65,31,27,25,149,5,2,0.175
Austin Peterson,Connecticut,11,3,3.83,18,17,0,0,0,110.1,100,58,47,25,147,1,10,0.239
Tanner Hall,Southern Miss,9,3,2.81,19,17,0,0,0,109,98,46,34,14,146,5,13,0.233
Parker Messick,Florida State,7,5,3.38,16,16,0,0,0,98.2,78,38,37,18,144,5,7,0.215
Shemar Page,Grambling,8,5,2.6,15,15,5,1,0,104,72,38,30,34,142,21,17,0.193
Justin Campbell,Oklahoma State,9,2,3.82,17,16,2,0,0,101.1,83,45,43,25,141,4,4,0.223
Hurston Waldrep,Southern Miss,6,2,3.2,17,17,2,1,0,90,71,38,32,33,140,13,6,0.213
Gabriel Hughes,Gonzaga,8,3,3.21,15,15,0,0,0,98,75,40,35,37,138,10,4,0.209
Jake Bennett,Oklahoma,10,4,3.69,20,19,0,0,1,117,106,57,48,22,133,6,9,0.236
Brycen Mautz,San Diego,10,2,3.87,16,15,1,1,0,90.2,90,40,39,22,129,2,8,0.258
Andrew Taylor,Central Michigan,8,4,3.21,17,15,1,0,1,84,61,32,30,27,126,3,6,0.202
Matt Duffy,Canisius,8,2,3.81,17,16,1,1,0,104,86,51,44,26,124,4,11,0.222
Jason Savacool,Maryland,8,3,2.93,17,16,0,0,0,107.2,84,40,35,28,123,0,5,0.213
Zebby Matthews,Western Carolina,4,6,3.67,22,10,0,0,4,95.2,94,50,39,21,122,8,8,0.253
Peter Hansen,Texas,11,3,3.76,17,17,1,1,0,107.2,94,47,45,19,120,2,5,0.233
Trey Dombroski,Monmouth,6,2,3.13,15,15,0,0,0,95,80,41,33,14,120,4,6,0.224
Carson Palmquist,Miami,9,4,2.89,16,16,0,0,0,84,70,33,27,32,118,1,7,0.221
Preston Johnson,Mississippi State,3,4,5.47,14,13,0,0,0,79,73,50,48,38,117,2,7,0.241
Joe Simeone,Gardner-Webb,9,6,3.59,15,15,4,2,0,105.1,78,45,42,31,116,6,10,0.202
Dylan Tebrake,Creighton,8,2,2.71,17,17,2,0,0,93,73,34,28,33,115,8,3,0.211
Brett Gillis,Portland,9,2,2.24,14,14,1,1,0,84.1,61,30,21,32,115,5,6,0.199
Kyle Jones,Toledo,7,3,4.24,17,15,2,0,1,91.1,86,47,43,25,114,16,6,0.24
Connor Noland,Arkansas,8,6,3.65,20,19,0,0,0,116,109,51,47,34,113,2,8,0.25
Nolan Santos,Bethune-Cookman,6,3,4.38,15,13,0,0,0,90.1,79,52,44,33,113,16,10,0.233
Tyler Schweitzer,Ball State,11,2,2.65,17,16,2,1,0,91.2,69,29,27,30,112,5,3,0.205
Patrick Pridgen,Florida International,2,7,4.77,14,14,0,0,0,71.2,69,46,38,44,112,14,14,0.246
John Michael Bertrand,Notre Dame,10,3,2.81,18,18,0,0,0,109,97,39,34,21,111,8,8,0.234
Quinn Mathews,Stanford,9,2,3.08,27,9,0,0,9,99.1,77,37,34,49,111,7,4,0.213
Thomas Harrington,Campbell,12,2,2.53,15,15,0,0,0,92.2,69,32,26,18,111,7,9,0.204
Daniel Avitia,Grand Canyon,8,5,4.06,15,12,0,0,0,84.1,70,43,38,19,111,3,12,0.227
Cade Kuehler,Campbell,4,6,4.07,16,15,0,0,0,84,57,42,38,38,111,18,5,0.184
Juaron Watts-Brown,Long Beach State,4,4,3.68,15,12,1,1,0,73.1,50,33,30,29,111,7,3,0.194
Pat Gallagher,Connecticut,11,3,3.41,17,17,1,1,0,103,97,43,39,29,110,7,3,0.246
Colin Fields,Valparaiso,4,7,5.38,15,15,0,0,0,73.2,71,49,44,46,110,5,8,0.258
Mason Adams,Jacksonville,5,5,4.8,15,15,0,0,0,90,84,53,48,31,108,8,13,0.246
Garrett Saylor,East Carolina,6,3,5.01,39,2,0,0,5,79,69,47,44,23,108,6,7,0.23
Chase Dollander,Tennessee,10,0,2.39,16,14,0,0,0,79,50,25,21,13,108,1,2,0.175
Cory Lewis,UC Santa Barbara,9,1,3.57,16,16,0,0,0,88.1,61,40,35,42,107,7,1,0.187
Trystan Vrieling,Gonzaga,4,4,4.91,15,15,0,0,0,80.2,75,48,44,46,107,7,3,0.246
Brandon Birdsell,Texas Tech,9,3,2.75,15,15,1,0,0,85,67,29,26,29,106,10,7,0.216
Nolan DeVos,Davidson,9,2,2.4,15,15,0,0,0,78.2,63,23,21,31,106,4,14,0.216
Rhett Lowder,Wake Forest,11,3,3.08,16,16,1,0,0,99.1,91,45,34,26,105,7,8,0.239
Dylan Delucia,Ole Miss,8,2,3.68,21,12,2,1,1,95.1,87,44,39,26,105,3,9,0.238
Spencer Giesting,Charlotte,7,4,3.72,21,6,0,0,0,75,59,34,31,42,105,6,3,0.213
Joshua Loeschorn,Long Island,11,3,3.06,17,16,0,0,1,97,87,50,33,29,104,2,11,0.231
Connor O'Halloran,Michigan,5,4,5.44,19,18,0,0,0,92.2,97,65,56,40,104,7,13,0.269
Zeke Wood,Texas State,7,1,3.78,17,16,0,0,0,88,59,45,37,51,103,8,8,0.19
Jared Poland,Louisville,5,5,3.46,17,15,0,0,0,83.1,79,45,32,32,103,5,6,0.245
Chase Burns,Tennessee,8,2,2.91,17,14,0,0,0,80.1,65,31,26,25,103,5,3,0.216
Ian Mejia,New Mexico State,6,4,4.29,16,15,1,1,0,100.2,116,59,48,32,102,11,7,0.286
Matt Brosky,Youngstown State,6,7,2.65,15,15,5,1,0,98.2,86,49,29,22,102,2,5,0.231
Nick Hull,Grand Canyon,7,1,3.72,16,16,0,0,0,96.2,90,43,40,28,102,10,4,0.25
David Sandlin,Oklahoma,9,4,5.59,19,18,0,0,0,95,100,63,59,31,102,2,8,0.267
Nate Peterson,Illinois-Chicago,4,5,3.89,14,14,1,1,0,88,85,46,38,21,102,4,5,0.252
Rob Hensey,Monmouth,3,7,3.87,14,14,0,0,0,81.1,81,46,35,13,102,2,6,0.256
Hunter Elliott,Ole Miss,5,3,2.7,20,12,0,0,0,80,57,29,24,34,102,6,10,0.201
Tyler Cleveland,Central Arkansas,7,2,2.93,14,14,4,1,0,95.1,84,36,31,16,101,1,4,0.235
Erik Gonzales,Jackson State,6,5,4.97,19,15,1,0,0,92.1,79,57,51,47,101,7,24,0.239
Cole Kitchen,Santa Clara,4,4,4.36,15,14,0,0,1,72.1,68,42,35,32,101,4,9,0.24
Roberto Maldonado,Prairie View,7,4,3.5,15,15,2,1,0,100.1,87,53,39,44,100,10,7,0.241
Chris McElvain,Vanderbilt,6,5,4.27,16,16,0,0,0,86.1,68,49,41,44,100,9,2,0.211
Kevin Stevens,UT Rio Grande Valley,9,2,2.66,14,14,1,1,0,81.1,69,26,24,29,100,5,3,0.23
Adam Mazur,Iowa,7,3,3.08,15,15,1,1,0,93.2,60,37,32,30,98,5,4,0.178
Ledgend Smith,Oral Roberts,7,5,2.5,15,14,0,0,0,82.2,70,30,23,22,98,4,5,0.231
Graham Laubscher,St. Thomas,4,6,5.47,14,12,0,0,1,79,79,49,48,42,98,3,10,0.27
Ixan Henderson,Fresno State,7,4,4.69,14,14,0,0,0,78.2,74,46,41,37,98,6,13,0.25
Isaiah Coupet,Ohio State,5,5,5.71,13,13,0,0,0,64.2,49,52,41,41,98,6,7,0.197
Blake Hely,Davidson,9,2,3.8,15,15,1,1,0,85.1,65,40,36,40,97,6,16,0.207
Carter Holton,Vanderbilt,8,4,3.14,15,15,2,1,0,80.1,56,32,28,29,97,5,13,0.192
Alex Williams,Stanford,8,4,3.2,18,18,2,1,0,101.1,87,42,36,25,96,9,6,0.229
Eli Morse,Portland,8,2,3.91,16,14,0,0,0,89.2,91,45,39,26,96,6,10,0.259
Paul Skenes,Air Force,10,3,2.73,15,15,0,0,0,85.2,70,30,26,30,96,5,5,0.224
Bryce Hubbart,Florida State,8,3,3.32,15,15,0,0,0,76,67,33,28,21,96,3,12,0.233
Trevor Nicholson,Eastern Illinois,5,2,4.71,15,13,0,0,2,72.2,71,42,38,30,96,4,3,0.258
Austin Parsley,UNC Greensboro,10,5,4.02,21,18,3,1,1,114.1,125,53,51,16,95,2,7,0.278
Shane Gray,Evansville,8,3,4.39,15,15,1,0,0,98.1,100,55,48,25,95,3,4,0.261
Ryan Jennings,Louisiana Tech,6,1,3.59,21,14,0,0,0,90.1,68,37,36,37,95,8,13,0.211
Matt Willadsen,NC State,5,4,4.19,16,14,1,0,0,88,81,51,41,45,95,12,9,0.241
Trevin Michael,Oklahoma,4,2,2.89,32,2,0,0,10,71.2,55,25,23,20,95,8,3,0.211
Landon Gartman,Memphis,7,1,3.56,15,13,0,0,1,86,54,35,34,29,94,5,3,0.175
Trace Bright,Auburn,5,4,5.13,18,17,0,0,0,80.2,78,51,46,38,94,8,6,0.252
Hunter Viets,Florida A&M,8,4,2.98,15,15,0,0,0,90.2,84,45,30,27,93,9,4,0.245
Harrison Cohen,George Washington,7,7,3.92,14,14,0,0,0,87.1,82,49,38,28,93,4,10,0.243
Matthew Marchal,Wofford,7,2,2.52,18,17,0,0,0,85.2,75,32,24,12,93,5,2,0.225
Cade Gibson,Louisiana Tech,6,5,4.87,19,13,0,0,1,85,83,46,46,19,93,4,14,0.253
Max Rajcic,UCLA,8,5,3.28,15,15,0,0,0,85,73,37,31,20,92,6,5,0.223
Matt Boswell,South Alabama,6,5,4.82,15,15,1,0,0,84,79,46,45,19,92,2,11,0.245
Cameron Weston,Michigan,5,4,4.74,20,11,0,0,4,81.2,92,49,43,38,92,9,6,0.281
Will Sanders,South Carolina,7,3,3.43,15,15,0,0,0,89.1,84,40,34,31,91,3,7,0.249
Andrew Morris,Texas Tech,8,2,4.59,16,15,1,0,0,88.1,80,49,45,28,91,4,8,0.24
Jackson Perkins,Indiana,3,4,5.1,16,15,0,0,0,83,77,56,47,47,91,12,21,0.24
Matthew Steidl,Southern Illinois,7,4,3.45,30,1,0,0,6,75.2,77,34,29,31,91,2,17,0.262
Joe Miller,Pennsylvania,6,4,3.63,13,11,0,0,0,74.1,64,37,30,36,91,10,3,0.234
Jacob Meador,Dallas Baptist,7,3,5.24,15,14,0,0,0,68.2,61,45,40,44,91,5,5,0.235
Orion Kerkering,South Florida,5,7,5.72,19,10,0,0,3,67.2,75,47,43,19,91,5,8,0.283
Josh White,California,2,6,5.05,16,8,0,0,2,67.2,70,46,38,42,91,12,2,0.26
Ryan Fischer,New Jersey Tech,7,3,3.97,15,15,2,0,0,95.1,93,42,42,23,90,2,3,0.261
Ryan Ramsey,Maryland,11,1,3.22,16,15,1,1,0,92.1,63,37,33,41,90,4,10,0.193
Blake Adams,Kansas State,6,6,5.07,17,13,0,0,0,87,90,54,49,34,90,6,5,0.262
Benjamin Hampton,West Virginia,8,5,4.66,15,15,0,0,0,83,81,45,43,27,90,9,10,0.253
Hagen Smith,Arkansas,7,2,4.66,20,15,0,0,2,77.1,66,41,40,46,90,5,9,0.232
Alex Pansini,Marist,8,4,4.21,14,11,0,0,0,77,78,46,36,21,90,8,9,0.258
Aidan Maldonado,Minnesota,2,3,3.91,14,13,0,0,0,73.2,63,33,32,35,90,4,7,0.232
Nathan Florence,Rutgers,6,2,3.36,15,15,0,0,0,67,48,29,25,31,90,7,4,0.198
Jared Kollar,Rutgers,9,2,4.07,16,15,1,0,0,79.2,73,37,36,24,89,3,4,0.241
Stefan Raeth,Washington,5,4,3.39,30,2,0,0,4,66.1,57,29,25,19,89,3,3,0.228
Matt Gilbertson,Pittsburgh,9,3,3.74,15,15,1,1,0,96.1,102,46,40,11,88,10,4,0.268
Breon Pooler,Alabama State,10,3,3.33,17,15,1,0,0,89.1,79,37,33,44,88,3,5,0.235
Cole Kirschsieper,Illinois,7,2,3.4,15,15,0,0,0,87.1,75,33,33,29,88,3,3,0.232
Connelly Early,Army,7,4,3.26,16,14,1,0,0,85.2,69,38,31,38,88,4,7,0.219
Ty Good,College of Charleston,10,5,3.61,17,15,0,0,0,82.1,58,41,33,38,88,7,14,0.201
Ryan Towle,UMass Lowell,3,6,6.1,19,12,0,0,2,79.2,80,66,54,44,88,9,6,0.26
Maxwell Carlson,North Carolina,4,3,3.71,18,18,0,0,0,77.2,70,37,32,38,88,9,5,0.239
Erubiel Candelario,Marist,8,3,4.25,14,14,0,0,0,76.1,74,45,36,36,88,6,6,0.248
Connor Brandon,Toledo,7,5,4.76,17,15,1,0,1,75.2,73,49,40,42,88,5,17,0.253
Blaze Koali'i Pontes,Hawaii,5,1,2.94,20,7,0,0,1,70.1,68,29,23,26,88,3,5,0.248
Drue Hackenberg,Virginia Tech,10,2,3.3,17,16,0,0,0,92.2,95,42,34,19,87,8,9,0.259
Dylan Carmouche,Tulane,5,5,4.48,16,16,1,0,0,90.1,88,51,45,31,87,5,5,0.259
Beau Keathley,Cincinnati,5,3,4.87,16,11,3,0,0,85,89,54,46,31,87,1,16,0.267
Harley Gollert,Austin Peay,2,7,6.1,15,14,0,0,0,82.2,90,63,56,38,87,1,6,0.276
Jeremy Neff,Richmond,3,5,5.63,16,16,0,0,0,78.1,82,60,49,49,87,5,10,0.273
Austin Temple,Notre Dame,4,1,3.51,18,15,0,0,2,69.1,49,29,27,37,87,4,7,0.2
Jordan Hamberg,Coppin State,6,3,5.15,13,13,1,1,0,64.2,63,47,37,40,87,5,1,0.259
Alex Theis,Wright State,6,1,3.36,18,9,0,0,0,59,59,27,22,35,87,7,13,0.259
Blaine Traxel,Cal State Northridge,7,4,3,19,14,2,1,1,105,112,41,35,23,86,2,11,0.28
Hayden Arnold,Little Rock,5,6,3.14,15,15,1,1,0,94.2,82,35,33,15,86,9,4,0.23
Levi Wells,Texas State,8,3,3.07,18,16,1,0,0,91,79,34,31,32,86,6,8,0.231
Tyler Stultz,Cal State Fullerton,5,5,3.36,15,14,0,0,0,88.1,84,39,33,24,86,2,10,0.246
Mike Gutierrez,UC Santa Barbara,9,1,3.2,16,15,0,0,0,87.1,80,38,31,38,86,8,8,0.256
Brian Edgington,Elon,6,4,3.56,15,15,1,0,0,86,82,41,34,27,86,4,3,0.247
Thomas Babalis,Binghamton,4,7,6.04,16,16,0,0,0,85,95,70,57,31,86,7,12,0.279
Micah Dallas,Texas A&M,7,3,5.18,18,16,0,0,0,81.2,100,52,47,22,86,12,5,0.294
John Bezdicek,Kennesaw State,5,1,3.76,18,17,0,0,0,81.1,61,42,34,35,86,6,11,0.205
Ben Seiler,Siena,4,6,4.35,13,13,0,0,0,80.2,89,59,39,28,86,13,9,0.266
Nolan McCarthy,Georgetown,6,2,4.77,14,14,2,1,0,79.1,82,46,42,21,86,2,5,0.264
Jace Kaminska,Wichita State,3,9,5.49,15,12,0,0,0,78.2,80,52,48,29,86,5,8,0.268
Jonathan Brand,Miami (OH),8,2,1.4,13,13,2,1,0,77.1,59,20,12,29,86,4,7,0.206
Hayden Wynja,Murray State,7,4,3.67,15,14,1,1,0,73.2,67,45,30,24,86,13,7,0.232
Michael Knorr,Coastal Carolina,5,0,3.39,13,13,0,0,0,69,60,31,26,13,86,4,8,0.228
Tristan Stivors,Texas State,7,1,2.21,32,1,0,0,18,61,47,18,15,19,86,9,2,0.21
Hunter Riggins,Southern Miss,8,4,2.59,16,16,1,1,0,97.1,85,36,28,21,85,4,9,0.232
Cam Schlittler,Northeastern,5,8,3.44,15,15,0,0,0,91.2,77,40,35,32,85,9,10,0.229
Reid VanScoter,Coastal Carolina,9,4,3.65,16,16,0,0,0,88.2,84,48,36,24,85,11,10,0.247
Juan Marulanda,Jackson State,7,8,4.79,21,12,2,1,0,82.2,75,56,44,34,85,4,19,0.237
Garrett Navarra,Central Michigan,10,3,5.15,18,11,2,1,1,80.1,96,50,46,27,85,9,3,0.295
Riley Frey,Milwaukee,5,5,4.1,14,13,2,1,1,79,81,47,36,31,85,11,4,0.263
Adam Tulloch,Arizona State,2,4,8.42,18,17,0,0,0,67.1,89,70,63,38,85,4,5,0.314
TJ Nichols,Arizona,6,4,5.5,16,16,0,0,0,88.1,98,60,54,38,84,13,13,0.285
Joe Adametz,Liberty,6,3,2.51,16,16,0,0,0,86,94,34,24,25,84,6,12,0.281
Jake Dixon,Fresno State,1,5,4.56,16,14,0,0,1,79,88,50,40,23,84,7,9,0.278
Brian Gursky,Virginia,7,3,3.97,14,14,0,0,0,70.1,69,34,31,32,84,4,3,0.256
Josh Harlow,Mercer,7,2,4.92,15,15,0,0,0,67.2,57,39,37,27,84,3,10,0.22
Alex Hoppe,UNC Greensboro,8,2,2.97,26,0,0,0,3,66.2,49,27,22,30,84,9,2,0.197
Cameron Foster,McNeese,4,2,1.86,29,0,0,0,12,63,35,17,13,20,84,7,7,0.164
Garrett McMillan,Alabama,4,5,4.29,16,16,0,0,0,86,79,47,41,26,83,3,5,0.241
Ryan Vanderhei,Kansas,5,6,6.46,14,14,0,0,0,78,79,58,56,43,83,7,12,0.262
Owen Wild,Gonzaga,9,1,3.03,16,8,0,0,1,74.1,70,29,25,24,83,2,3,0.252
DJ Wilkinson,Florida A&M,5,6,5.69,15,15,0,0,0,74.1,85,68,47,33,83,16,8,0.283
Nathan Dettmer,Texas A&M,6,3,4.99,19,19,0,0,0,92,98,58,51,25,82,9,7,0.265
Brandon Sproat,Florida,9,4,3.41,17,16,0,0,0,89.2,84,37,34,33,82,0,9,0.251
Jacob Edwards,UNC Asheville,8,3,2.24,15,14,0,0,0,88.1,77,33,22,26,82,5,10,0.232
Joshua South,Belmont,8,2,5.11,15,15,0,0,0,88,88,53,50,28,82,8,6,0.257
Nick Pinto,UC Irvine,2,6,3.23,15,15,0,0,0,86.1,87,42,31,31,82,4,8,0.264
Edward Kutt IV,Ohio,5,4,5.15,15,14,1,0,1,85.2,102,60,49,25,82,5,22,0.303
Jordan Patty,Central Michigan,6,5,4.83,16,14,0,0,0,82,75,47,44,38,82,4,4,0.244
Jason Woodward,Florida Gulf Coast,6,4,4.11,15,15,0,0,0,76.2,72,40,35,34,82,10,0,0.248
Rese Brown,Eastern Kentucky,6,3,3.76,14,14,1,1,0,76.2,59,33,32,30,82,4,9,0.212
Tyler Morgan,Abilene Christian,6,5,4.92,16,16,0,0,0,75,86,52,41,30,82,9,8,0.289
Joey Machado,Omaha,4,6,2.96,21,2,0,0,4,73,78,36,24,27,82,10,6,0.273
Michael Darrell-Hicks,Jacksonville,5,5,4.13,15,14,0,0,0,72,69,36,33,33,82,7,9,0.254
Jackson Kelley,Mercer,7,0,1.35,25,0,0,0,6,60,32,9,9,18,82,3,3,0.158
Cameron Reeves,The Citadel,4,7,3.84,14,14,1,0,0,89,88,44,38,25,81,5,7,0.254
Nick Parker,Coastal Carolina,6,3,4.45,15,15,1,0,0,85,83,48,42,23,81,4,17,0.257
Sebastian Gongora,Wright State,5,1,5.88,16,15,1,1,0,82.2,85,61,54,31,81,5,8,0.26
Devin Beckley,The Citadel,4,4,3.18,19,11,1,1,2,82,65,34,29,38,81,11,1,0.213
Nick King,Bradley,5,3,3.48,20,9,0,0,0,77.2,59,38,30,46,81,10,10,0.207
Michael Garza,Incarnate Word,5,5,5.8,13,13,0,0,0,73,83,53,47,26,81,2,4,0.286
Arlo Marynczak,Siena,2,6,6.37,17,4,0,0,1,65,86,57,46,16,81,0,10,0.325
Kyle Klingenbeck,Northern Kentucky,3,8,9.51,15,15,1,0,0,64.1,73,72,68,49,81,12,14,0.285
Nick DeSalvo,Long Island,5,1,3.67,23,1,0,0,1,61.1,69,29,25,18,81,9,8,0.283
Matt Jachec,Indiana State,9,2,2.88,14,14,0,0,0,97,96,39,31,9,80,5,6,0.257
Isaac Ayon,Oregon,4,4,5.77,17,16,2,0,0,87.1,109,63,56,29,80,2,12,0.306
Nick Dean,Maryland,6,2,4.57,15,15,0,0,0,82.2,84,48,42,27,80,2,5,0.258
Hector Vazquez,Bethune-Cookman,7,5,3.79,16,14,1,1,1,80.2,91,47,34,14,80,5,6,0.283
Matt Dillard,Sam Houston,5,6,4.93,15,15,0,0,0,80.1,92,50,44,27,80,1,9,0.291
Sam Ireland,Minnesota,4,5,5.27,14,13,0,0,0,71.2,74,46,42,38,80,4,10,0.267
Smith Pinson,Kennesaw State,6,6,4.99,24,3,0,0,3,65,62,38,36,13,80,16,6,0.251
Mike Walsh,Yale,4,2,5.68,11,11,0,0,0,65,58,43,41,31,80,5,24,0.237
Trent Gregson,Central Arkansas,6,4,4.3,22,2,0,0,4,60.2,54,29,29,18,80,1,6,0.24
William Privette,College of Charleston,3,1,0.91,25,0,0,0,12,59.1,31,14,6,15,80,1,3,0.148
Hunter Cooley,Florida Atlantic,8,4,4.67,15,15,2,0,0,104,106,58,54,17,79,0,9,0.262
Jason Rackers,Southeast Missouri State,6,4,4.62,17,15,0,0,0,89.2,89,54,46,31,79,13,6,0.262
Devyn Terbrak,Western Kentucky,7,4,5.36,14,14,0,0,0,89,104,57,53,14,79,3,11,0.29
Jacob Kisting,Bradley,6,4,4.88,15,15,0,0,0,83,76,49,45,33,79,3,14,0.245
Jacob Schultz,Louisiana,4,3,4.05,22,11,2,0,3,82.1,85,41,37,23,79,12,10,0.27
Collin Lowe,Bryant,5,4,2.8,14,14,0,0,0,80.1,70,33,25,16,79,2,10,0.233
Nate Savino,Virginia,6,6,3.69,15,15,1,1,0,78,78,42,32,32,79,6,5,0.259
Kyle Crigger,Louisiana Tech,6,3,2.35,37,0,0,0,9,69,60,23,18,17,79,8,8,0.233
Kevin Eaise,Pennsylvania,7,1,4.03,13,13,0,0,0,67,66,31,30,28,79,4,7,0.257
Jackson Smeltz,Purdue,6,1,2.83,10,10,0,0,0,57.1,40,22,18,22,79,4,0,0.198
Isaac Coffey,Oral Roberts,7,6,3.77,15,15,3,2,0,88.1,69,42,37,16,78,1,16,0.211
Noah Hall,South Carolina,3,5,4.34,15,12,0,0,0,76.2,75,41,37,31,78,11,11,0.253
Mack Anglin,Clemson,6,6,4.48,15,15,0,0,0,76.1,63,44,38,52,78,9,7,0.227
Isaiah Magwood,Jacksonville State,7,2,2.58,14,10,0,0,0,69.2,58,25,20,33,78,7,6,0.235
Michael Sansone,Fairfield,5,2,4.48,11,11,0,0,0,68.1,49,35,34,12,78,2,3,0.196
Travis Luensmann,Penn State,2,3,4.52,15,12,0,0,2,67.2,68,43,34,34,78,7,5,0.256
Sean Sullivan,Northwestern,5,2,4.45,13,13,1,1,0,64.2,66,33,32,25,78,1,8,0.263
Cole Patten,Villanova,3,7,3.98,14,13,0,0,0,86,82,49,38,30,77,4,7,0.25
Lucas Gordon,Texas,7,2,3.05,18,16,1,1,0,85.2,71,36,29,26,77,6,13,0.224
Nikelle Galatas,Jackson State,6,2,3.94,15,13,4,0,0,82.1,81,44,36,31,77,4,14,0.263
Drew Dowd,Stanford,6,0,4.54,22,15,0,0,0,75.1,77,40,38,34,77,7,12,0.266
Riley Cornelio,TCU,4,5,4.68,15,15,0,0,0,75,63,46,39,35,77,7,4,0.227
Bradley Brehmer,Indiana,5,4,5.3,17,14,1,0,0,74.2,74,48,44,33,77,8,17,0.254
Lucas Braun,Cal State Northridge,7,4,2.91,20,10,1,0,0,74.1,62,25,24,17,77,6,6,0.226
Jack Lynch,Xavier,9,0,2.8,28,0,0,0,1,64.1,48,24,20,21,77,8,11,0.204
Brad Camarda,Hofstra,8,2,3.87,16,15,1,1,0,95.1,85,45,41,31,76,5,7,0.234
Travis Weston,Cal Poly,7,3,3.91,16,15,2,2,0,94.1,106,44,41,15,76,3,5,0.277
Cal Carver,Northwestern State,4,5,4.71,14,14,0,0,0,84,104,56,44,21,76,10,10,0.303
Braxton Douthit,Lamar,6,2,3.65,15,15,0,0,0,81.1,79,42,33,20,76,10,4,0.249
Shay Schanaman,Nebraska,2,8,4.44,15,13,2,1,0,77,75,48,38,29,76,7,11,0.251
Carter Spivey,East Carolina,8,0,2.83,35,2,0,0,5,76.1,70,28,24,19,76,6,2,0.245
Nick Pantos,Old Dominion,6,2,4.36,17,15,0,0,0,76.1,83,43,37,31,76,10,12,0.277
Ty Johnson,Ball State,7,3,5.47,16,14,0,0,0,75.2,66,49,46,25,76,7,16,0.233
CJ Culpepper,California Baptist,5,3,3.26,16,14,1,1,1,69,55,30,25,24,76,5,4,0.216
Marcus Johnson,Duke,1,8,5.61,13,12,0,0,0,69,80,50,43,25,76,4,2,0.278
Domenic Picone,Rhode Island,4,5,8.62,14,13,0,0,0,62.2,70,70,60,32,76,14,9,0.267
Joshua Becker,UMass Lowell,6,5,5.32,20,15,1,0,2,94.2,119,60,56,25,75,10,7,0.308
Andy Bean,Belmont,9,1,4.64,15,15,1,0,0,85.1,73,47,44,36,75,8,9,0.231
Blake Sodersten,Cal State Northridge,5,6,5.67,19,11,0,0,1,81,103,58,51,28,75,6,7,0.302
Joey Kosowsky,Fairleigh Dickinson,5,4,5.67,17,15,0,0,0,81,81,58,51,30,75,5,7,0.252
Jeffrey Purnell,Marshall,5,6,5.4,14,14,0,0,0,80,82,50,48,28,75,5,11,0.268
Nick Smith,Evansville,6,4,4.35,15,15,1,1,0,78.2,79,41,38,25,75,3,9,0.263
Dylan Nedved,Iowa,6,2,3.47,20,6,0,0,3,72.2,51,33,28,28,75,5,14,0.202
C.J. Mayhue,East Carolina,6,1,3.36,31,12,0,0,1,72.1,53,30,27,17,75,3,7,0.203
Connor Markl,Grand Canyon,6,3,5.43,16,14,0,0,0,69.2,85,45,42,17,75,6,8,0.301
Skylar Hales,Santa Clara,3,3,4.91,15,12,0,0,0,69.2,71,45,38,36,75,5,4,0.261
Cregg Scherrer,Albany,2,5,4.73,16,10,0,0,0,64.2,54,45,34,41,75,11,9,0.224
Jake Miller,Valparaiso,6,2,5.58,12,11,0,0,1,61.1,71,39,38,17,75,4,6,0.285
Jacob Watters,West Virginia,3,7,6.22,18,11,0,0,1,59.1,64,44,41,41,75,15,1,0.275
Nathan Medrano,Houston,6,4,5.18,21,14,0,0,1,80,83,51,46,32,74,9,15,0.268
Kelly Austin,UCLA,4,3,4.07,25,16,0,0,1,77.1,79,39,35,16,74,5,2,0.262
Brett Erwin,Maine,2,6,4.52,14,13,0,0,0,71.2,82,45,36,19,74,6,13,0.284
Hunter Loyd,East Tennessee State,4,4,3.89,13,13,0,0,0,71.2,62,47,31,36,74,11,11,0.227
Tyler LeBlanc,New Orleans,7,1,5.09,14,11,1,0,0,70.2,64,47,40,33,74,8,15,0.239
Brandon Neely,Florida,3,3,3.76,21,10,0,0,1,69.1,53,30,29,20,74,6,9,0.205
Chance Huff,Georgia Tech,5,4,6.98,16,15,0,0,0,68.1,81,59,53,24,74,4,6,0.283
Jesus Aldaz,UT Rio Grande Valley,5,6,5.35,15,13,0,0,1,67.1,73,43,40,22,74,2,4,0.275
Trennor ODonnell,Ball State,6,2,5.48,14,14,0,0,0,65.2,67,43,40,27,74,2,2,0.261
Reid Fagerstrom,Jacksonville State,4,3,4.45,17,10,0,0,0,64.2,67,38,32,38,74,6,3,0.27
Ty Langenberg,Iowa,7,2,3.71,14,12,0,0,0,63,60,28,26,23,74,7,9,0.248
Brandyn Garcia,Quinnipiac,4,7,7.15,13,12,0,0,0,61.2,60,55,49,43,74,9,13,0.252
Owen Coady,Pennsylvania,7,1,2.8,14,2,0,0,2,54.2,40,20,17,22,74,8,4,0.2
Jack Parisi,Indiana State,4,3,6.31,19,5,0,0,1,51.1,55,41,36,29,74,6,10,0.266
Jonathan Fincher,Louisiana Tech,8,2,3.52,19,14,0,0,0,79.1,88,33,31,9,73,5,3,0.28
Ma'Khail Hilliard,LSU,7,1,4.56,16,16,0,0,0,77,90,44,39,20,73,8,5,0.282
