Pitcher,Year,PitcherThrows,Strike_Percent,K_BB,median_Distance,median_ExitSpeed,median_Extension,median_RelSpeed_Fastball,median_RelSpeed_Slider,median_RelSpeed_Curveball,median_RelSpeed_ChangeUp,median_SpinRate_Fastball,median_SpinRate_Slider,median_SpinRate_Curveball,median_SpinRate_ChangeUp,median_SpinAxis_Fastball,median_SpinAxis_Slider,median_SpinAxis_Curveball,median_SpinAxis_ChangeUp,median_PlateLocHeight_Fastball,median_PlateLocHeight_Slider,median_PlateLocHeight_Curveball,median_PlateLocHeight_ChangeUp,median_PlateLocSide_Fastball,median_PlateLocSide_Slider,median_PlateLocSide_Curveball,median_PlateLocSide_ChangeUp,median_VertApprAngle_Fastball,median_VertApprAngle_Slider,median_VertApprAngle_Curveball,median_VertApprAngle_ChangeUp,median_HorzApprAngle_Fastball,median_HorzApprAngle_Slider,median_HorzApprAngle_Curveball,median_HorzApprAngle_ChangeUp,median_Angle_Fastball,median_Angle_Slider,median_Angle_Curveball,median_Angle_ChangeUp,median_InducedVertBreak_Fastball,median_InducedVertBreak_Slider,median_InducedVertBreak_Curveball,median_InducedVertBreak_ChangeUp,median_HorzBreak_Fastball,median_HorzBreak_Slider,median_HorzBreak_Curveball,median_HorzBreak_ChangeUp,ERA
"Ramsey, Jimmy",2019,RIGHT,0.5197215777262181,2.8181818181818183,151.8420707,86.45878666499999,6.755356276,90.0712779,79.230683935,NA,82.02193824,2358.903036,2013.890084,NA,1589.273411,235.5013452,123.9683967,NA,230.0208255,2.341778043,1.918891481,NA,2.121552709,0.011071384,-0.5528654075,NA,0.778891119,-6.414109445,-8.748332701999999,NA,-7.480423997,-1.957598356,-4.522752531,NA,-1.267653846,17.098394835,12.60604045,NA,-12.81959771,10.78212314,2.1572442355000003,NA,6.945894233,15.11832791,-3.1137404605,NA,10.77241701,7.26
"Ramsey, Ryan",2022,LEFT,0.4844559585492228,2,127.96319500000001,78.1814,5.3595500000000005,88.68496,81.73936499999999,NA,80.16,2152.193331,2399.188118,NA,2044.511862,154.737022,208.917979,NA,124.069461,2.32959,1.849855,NA,2.19764,-0.4144,0.08585000000000001,NA,-0.92772,-5.963056,-7.835222,NA,-7.263889,-0.017186,2.3040260000000004,NA,-0.484249,23.700763,23.672135,NA,12.777652,19.9667,7.99512,NA,12.34146,-9.0665,4.45345,NA,-15.53296,3.22
"Ramsey, Walker",2019,RIGHT,0.5882352941176471,0.75,191.00400215,94.70740746,6.344453472,86.2401799,74.33860618,NA,NA,2001.198868,2423.443969,NA,NA,207.69396555,82.110194245,NA,NA,2.8516215259999997,2.1058587405,NA,NA,0.093513981,-0.753321817,NA,NA,-4.8389694485,-8.5099377805,NA,NA,-1.5052384805,-3.8319092745,NA,NA,16.36914893,24.338953430000004,NA,NA,16.428033925,-1.0042419169999999,NA,NA,9.1481976905,-8.1922382175,NA,NA,8.78
"Randel, Ryan",2019,RIGHT,0.6022727272727273,0.25,174.75161615000002,85.95364496,6.444046595,89.13571498,NA,NA,81.280625145,1982.543163,NA,NA,1730.014102,213.6234333,NA,NA,225.14246105,2.206691982,NA,NA,1.719165701,0.267645683,NA,NA,0.434015553,-6.65990027,NA,NA,-8.018161746499999,-0.728176001,NA,NA,-0.632817398,13.804636135,NA,NA,20.429358309999998,16.3505445,NA,NA,13.7025194,10.17611031,NA,NA,13.877880744999999,4.72
"Raymond, Brian",2022,LEFT,0.625,0.5,131.695335,81.5423,4.395015,NA,78.49172,NA,NA,NA,1955.356162,NA,NA,NA,132.308675,NA,NA,NA,2.03384,NA,NA,NA,0.12599,NA,NA,NA,-7.650456,NA,NA,NA,1.318065,NA,NA,NA,3.6876860000000002,NA,NA,NA,12.92418,NA,NA,NA,-9.64465,NA,NA,6.79
"Reelfs, Alex",2022,RIGHT,0.5567010309278351,1.6,108.30464,87.310145,5.3694,86.780855,NA,NA,80.4448,2067.220263,NA,NA,905.475485,208.41313300000002,NA,NA,251.509583,2.1719150000000003,NA,NA,1.72767,0.177425,NA,NA,0.34132,-6.992186500000001,NA,NA,-9.220582,-1.9644840000000001,NA,NA,-1.93121,9.699294,NA,NA,9.649927000000002,17.62865,NA,NA,4.23028,8.863389999999999,NA,NA,9.17603,6.86
"Reesman, Peyton",2022,LEFT,0.558303886925795,2.5625,90.87935999999999,76.79873,5.95431,86.81507,75.94674499999999,73.987145,78.18768,2031.357382,2409.3963795,2407.2341404999997,1737.087501,138.163414,313.546836,328.49835099999996,99.0233365,2.91918,1.874225,2.3496449999999998,1.99793,-0.10385,1.272035,0.47054,-0.46438999999999997,-5.702252,-9.775543500000001,-10.040809,-8.2840365,1.085083,3.8315479999999997,3.478013,0.93806,25.296842,10.554133499999999,-6.1216595,5.438394,16.84237,-7.857995,-9.875105000000001,3.63368,-13.89568,6.682130000000001,7.821185,-16.25007,4.41
"Reeves, Cameron",2022,RIGHT,0.4735135135135135,4.666666666666667,74.55273,80.45392,5.52948,89.22709,78.91761500000001,78.97782,81.0117,2071.354731,2364.352975,2274.742168,1886.585475,204.746173,40.3007995,33.672519,222.084628,2.41547,2.17003,2.21709,1.90437,0.05531,-0.010385,-0.10769,1.0683,-5.824262,-9.1525715,-9.228849,-7.223579,-0.840942,-2.3717550000000003,-2.559286,0.198304,23.732581500000002,8.7360095,-0.4345625,-3.830255,20.55989,-4.5403199999999995,-3.86146,16.08572,8.86339,-4.32,-3.6165,12.97757,3.84
"Reich, Connor",2019,RIGHT,0.46218487394957986,10,180.3288199,77.8184224,5.178884089,88.1907679,79.11558037500001,NA,NA,2142.005492,2505.799783,NA,NA,194.8544487,74.46716417,NA,NA,2.386376302,1.8226374105,NA,NA,-0.559681565,-0.5198052595,NA,NA,-6.407524387,-9.6583544835,NA,NA,-1.547808041,-2.5618904335,NA,NA,34.268517305,16.89886848,NA,NA,18.30861035,-1.855412124,NA,NA,4.79738314,-6.7076313745,NA,NA,4.47
"Rennie, Garrett",2022,RIGHT,0.5587431693989071,2.2666666666666666,134.02281,83.045655,6.36299,88.99361,81.531720000000007,76.25083000000001,83.23270500000001,2207.868919,2199.939351,2186.8359410000003,2163.5768655,215.932158,161.274805,45.80518,190.38991149999998,2.76875,2.09812,2.33676,2.136055,0.00121,-0.30235,-0.104595,-0.33797,-5.55789,-7.933838,-8.635113,-7.202462000000001,-1.917544,-3.460837,-3.1813305,-3.175506,20.1664015,22.0854615,-5.6949375,11.4822225,17.15103,7.15831,-1.30191,9.588625,11.79611,-1.97492,-3.40335,1.44516,4.01
"Reyes, Rogelio",2019,RIGHT,0.5298245614035088,2.6666666666666665,172.1028333,86.54557779,6.068420198,89.51741893,NA,73.31726568,80.652282165,2085.68495,NA,2018.068307,2185.9562244999997,216.4534983,NA,45.83059835,222.2012324,2.198170822,NA,2.191686453,2.1982934825,0.238201488,NA,-0.5813907,0.60984297,-5.577987376,NA,-10.35998779,-6.373967717499999,-0.370703645,NA,-3.21548361,0.2232818345,16.82144899,NA,-6.922462242,9.762260717,15.45114026,NA,-11.82664911,15.744293015,11.87540778,NA,-11.90999706,14.132120010000001,3.38
"Reynolds, Jackson",2022,RIGHT,0.54,3,126.870795,82.91764,5.44679,86.24386,76.8442,NA,79.12911,2131.973185,2012.190862,NA,1814.918412,212.684862,70.156644,NA,241.11805,2.5309,1.80317,NA,1.71083,-0.36314,-1.14273,NA,-0.09973,-6.641371,-10.124725,NA,-8.846386,-0.466423,-2.708325,NA,0.224674,22.091287,29.247969,NA,28.3275155,16.02296,-1.41823,NA,10.00571,9.15063,-7.97233,NA,15.7456,3.92
"Rhadans, Dalton",2022,RIGHT,0.4046242774566474,13,187.99968,75.672895,5.84658,79.640825,69.26251,NA,NA,2069.1819185,2274.462331,NA,NA,262.1871885,107.524566,NA,NA,2.4068699999999996,2.08762,NA,NA,0.41444000000000003,0.40329,NA,NA,-5.2283645,-7.079153,NA,NA,-3.1342075,-5.720555,NA,NA,25.0282385,19.436097,NA,NA,2.859135,7.84024,NA,NA,12.514435,-17.98529,NA,NA,3.72
"Richard, Damien",2019,RIGHT,0.5617977528089888,1.5,36.83851478,90.61215006,6.351847918,88.92435032,NA,79.28153264,NA,2238.9491845000002,NA,2395.463108,NA,208.5964548,NA,61.14112416,NA,2.5301527325000004,NA,2.413321066,NA,0.3001969385,NA,0.226017349,NA,-6.6135574755,NA,-9.460539973,NA,-0.8236910795,NA,-1.965845014,NA,-0.7874705295,NA,19.61552836,NA,11.019773059999999,NA,-4.71060002,NA,6.988342993,NA,-8.129345327,NA,5.32
"Richter, Joe",2022,RIGHT,0.4845360824742268,6,222.41223,83.65175,6.40071,89.900225,81.87966,NA,82.52084,1960.860694,2022.2856765,NA,1827.047345,222.4450245,126.2551285,NA,240.358194,2.45483,1.9204599999999998,NA,1.74539,-0.04575,-0.36699,NA,0.70858,-5.2271465,-7.105672,NA,-6.9173,-1.3708935,-3.4950965,NA,-0.755139,20.591512,27.84627,NA,0.915381,14.458255000000001,4.151775000000001,NA,10.15508,12.63111,-4.465575,NA,15.62095,5.21
"Ridgely, Zack",2019,LEFT,0.49264705882352944,12,165.2355622,82.34915673,4.727096426499999,85.01488028,NA,NA,78.564965975,1999.102212,NA,NA,1487.878389,132.3126377,NA,NA,109.06851524999999,2.174648272,NA,NA,1.593763665,-0.031203616,NA,NA,-0.34371225,-5.823104188,NA,NA,-7.837374173,0.099316917,NA,NA,-0.2061039505,21.465556635,NA,NA,3.556463901,13.17245272,NA,NA,5.7838540075000004,-15.53646032,NA,NA,-16.09349891,3.86
"Riedel, Caleb",2022,LEFT,0.5606060606060606,0.5,188.12831,82.26671999999999,6.579694999999999,86.028235,NA,NA,78.22627,2136.4270720000004,NA,NA,1570.277331,139.43473,NA,NA,133.492265,2.61044,NA,NA,2.60762,-0.41367,NA,NA,-0.68989,-4.895247,NA,NA,-6.234195,-0.142052,NA,NA,-0.64317,34.443563499999996,NA,NA,0.732205,18.398455,NA,NA,12.14674,-14.730084999999999,NA,NA,-11.46056,1.49
"Riggins, Hunter",2022,RIGHT,0.5241502683363148,6,68.16054,78.49974,5.84694,91.70993,85.082135,79.43216,83.925185,2195.425975,2385.6734135,2756.0066095,1871.71485,239.779557,112.57694599999999,33.198846,241.0637805,2.359535,2.1033749999999998,1.93873,1.953065,0.048780000000000004,-0.573955,-0.26386,0.32907,-6.140511,-7.758329,-9.840185,-7.050452,-0.9150054999999999,-3.3199455,-3.489352,-0.8113785,9.174924,7.575975,6.3772345,8.7784695,10.724985,3.005905,-13.95686,9.760359999999999,16.552175,-4.187955,-9.59457,16.906525000000002,2.59
"Robbins, Logan",2019,LEFT,0.4725274725274725,5,115.64052939999999,93.75895285,5.652030476,89.63770132,80.31708068,NA,82.70057374,2137.25583,2105.329258,NA,1584.4538635,135.0136337,266.1836651,NA,113.8374858,2.247585413,2.111204725,NA,2.016448934,-0.71244581,0.804379221,NA,-1.361118873,-6.333258675,-8.319518569,NA,-7.297514847,0.901968965,3.957121771,NA,0.084685464,3.17160335,18.764804475,NA,5.471605851,11.99737418,0.070703841,NA,6.069094491,-12.01305377,5.082335165,NA,-13.83510224,5.24
"Roberts, Conner",2022,RIGHT,0.4358974358974359,7,119.248595,80.945425,5.48732,85.95987,77.98467500000001,NA,NA,1929.792319,2492.1959045,NA,NA,249.947185,104.0488355,NA,NA,2.30382,1.99375,NA,NA,0.04987,-0.82843,NA,NA,-6.175553,-7.361121000000001,NA,NA,-1.410719,-5.623063,NA,NA,12.835921,18.6191555,NA,NA,8.61154,5.458665,NA,NA,20.403,-15.943649999999998,NA,NA,3.74
"Robison, Bryce",2022,RIGHT,0.5227655986509275,3.2,175.416055,79.87829,5.88209,89.05189,80.70272,73.49003,77.09967,2031.321073,2184.417023,2300.006822,1945.6894065000001,213.96825,124.781015,48.180136,235.83727499999998,2.23618,1.76947,2.07673,1.8649300000000002,0.1203,-0.59194,-0.04745,0.5836349999999999,-6.188987,-8.009843,-9.525677,-7.83661,0.173666,-2.150266,-1.343706,0.829353,18.7465635,19.967927,17.59417,18.140427,14.663155,4.26839,-4.98319,9.615165000000001,9.233450000000001,-4.27977,-6.84158,13.27798,4.01
"Rocker, Kumar",2019,RIGHT,0.5,8.166666666666666,173.3478841,85.481739455,6.7456575359999995,92.85890782999999,82.59930821,80.30788885,87.02386099,2222.893828,2334.245432,2298.416433,1622.8827325,207.82814424999998,41.73110444,43.72031859,230.92078600000002,2.417278358,1.695204445,1.837352524,1.7215265180000001,-0.19358239700000002,-0.057018323,-0.155947473,0.2637529495,-5.016187251,-8.926703257,-9.023348472,-6.598053321,-1.6442294025000002,-2.379365048,-2.798803619,-0.9147381965,17.104777445,16.051975055,7.207886143,-0.544069979,16.7608201,-3.489119053,-4.73197908,11.269827705,9.1774312685,-2.563336593,-4.569324611,13.757000875,3.25
"Roder, Brenden",2022,RIGHT,0.5584415584415584,4,170.52077,87.453805,5.43936,88.42981,84.1749,NA,NA,2106.708433,2207.74693,NA,NA,229.212559,211.19913,NA,NA,2.76729,2.0821,NA,NA,0.45784,-0.08987,NA,NA,-5.881765,-7.39665,NA,NA,0.91187,-0.403143,NA,NA,25.663698,-14.274103,NA,NA,14.19115,8.84304,NA,NA,14.61394,2.93138,NA,NA,4.94
"Roggenburk, Luke",2022,RIGHT,0.6091954022988506,0.5,43.792175,73.8763,5.80939,81.8413,NA,69.80413,NA,2243.598274,NA,2250.727938,NA,194.061414,NA,36.10992,NA,2.35462,NA,1.6868349999999999,NA,0.00279,NA,-0.63167,NA,-6.685587,NA,-10.6625575,NA,-0.174696,NA,-1.767838,NA,18.95918,NA,-6.670438,NA,19.13867,NA,-7.34654,NA,4.53,NA,-7.08644,NA,6.89
"Rollins, Carson",2022,LEFT,0.5607476635514018,0.75,186.67009000000002,82.73938,4.89736,85.69697500000001,NA,NA,78.97573,1798.185027,NA,NA,1659.246091,147.744533,NA,NA,128.768778,2.13561,NA,NA,1.71252,0.30427499999999996,NA,NA,0.0543,-6.0538264999999996,NA,NA,-7.478917,0.943716,NA,NA,0.24975,26.657478,NA,NA,6.2014635,15.149695000000001,NA,NA,9.90378,-8.95341,NA,NA,-14.01209,5.62
"Romanelli, Tony",2019,LEFT,0.509090909090909,0.8,127.807259375,85.1387085,6.587023242,86.20594736000001,75.11902062,NA,NA,2156.2147130000003,1937.283004,NA,NA,140.7679257,263.2278085,NA,NA,2.0706654970000002,1.659716086,NA,NA,0.17437349400000002,0.249341729,NA,NA,-6.3022055085,-9.009784052,NA,NA,1.9723498240000001,4.826041279,NA,NA,21.97863197,20.02726061,NA,NA,14.479103625,0.416524895,NA,NA,-12.20962997,12.8633469,NA,NA,4.14
"Romel, Collin",2022,LEFT,0.5625,2.5,81.89306,81.84081499999999,5.174765,85.3242,NA,74.57367500000001,NA,2355.005307,NA,2551.295239,NA,149.950825,NA,319.055418,NA,2.56411,NA,1.68626,NA,-0.78362,NA,-0.20211,NA,-5.662305,NA,-10.0826535,NA,-0.608346,NA,2.1353809999999998,NA,10.043348,NA,-1.883875,NA,15.998,NA,-13.099734999999999,NA,-9.25745,NA,13.454830000000001,NA,5.48
"Roper, Kaleb",2019,RIGHT,0.5555555555555556,1.1428571428571428,195.73310405,91.3365211,5.854150725,90.73151489,77.73465441,74.8100772,83.81947312,2122.92498,2478.071204,2458.915322,1535.474787,201.40722290000002,89.20541701,81.39315869500001,236.2360892,2.311586422,2.264127531,2.760469849,2.3483596574999996,0.1659943175,-0.395327107,-0.1346477455,0.8676051119999999,-5.3635060580000005,-8.950794662,-8.602132287,-6.679070992,-0.447773831,-2.647590907,-2.8580829655,0.4867042145,12.53208275,4.469478521,10.67928946,23.69002962,17.67747781,-0.209756538,-2.3267053925,8.8607540405,6.6643844415,-11.79051284,-14.03210418,13.15504199,4.6
"Rosario, Alejandro",2022,RIGHT,0.5605095541401274,1.5294117647058822,41.74383,83.53482,5.627560000000001,94.95099,85.402995,NA,87.47344,2246.4671825,2213.4427855,NA,1249.22418,242.670033,119.2449585,NA,268.827746,2.13286,1.73098,NA,1.67283,0.11052500000000001,-0.98783,NA,0.2492,-5.287755,-6.893565499999999,NA,-6.964369,-0.2580385,-3.2482445,NA,-0.529807,8.010563000000001,-1.3216395,NA,-4.582909,10.280695,3.55323,NA,1.40913,17.966445,-4.101125,NA,14.35623,7.05
"Rosenkrantz, Hayden",2019,RIGHT,0.5714285714285714,0.6,174.5503895,86.86229993,6.69878211,88.06120997,NA,70.94378164,78.428982445,2030.3016615000001,NA,2041.455759,1824.2526095,210.9200657,NA,70.51080121,232.42030115,2.4565022815,NA,2.091765299,1.5233068515000001,0.28498491400000003,NA,-0.023569227,0.334567691,-4.677821066,NA,-8.931443071,-7.2392731335,0.5168056085,NA,-1.585100325,0.9439728635,27.87497652,NA,16.98178377,-2.5648056699999993,15.075477769999999,NA,-2.643709531,10.077845239,9.793842327,NA,-9.1914383140000009,12.983028985,5.34
"Ross, Ethan",2022,LEFT,0.5875,1.125,142.275275,78.61029,5.91019,91.42825,NA,76.13297,81.41736,2136.9796340000003,NA,2428.979521,1448.5391774999998,147.581094,NA,336.784564,141.973692,2.41651,NA,2.263275,1.698165,-0.3594,NA,-1.06531,-0.5621700000000001,-6.31382,NA,-10.015279,-8.156592499999999,0.238287,NA,0.8005009999999999,0.0437825,21.233342,NA,20.3770475,-6.686719,17.34757,NA,-13.72808,14.74721,-9.85485,NA,7.26024,-10.61186,7.81
"Ross, Michael",2022,RIGHT,0.556989247311828,1.9090909090909092,129.18283,79.19706500000001,5.82823,88.57796,74.31956,75.69073499999999,78.4129,2174.829902,2034.310692,2128.8328675000002,1490.08155,225.309916,80.502932,112.4485105,233.219137,2.4446,2.03371,1.9900600000000002,1.92582,0.04203,-0.7538400000000001,-0.555585,0.35849,-5.262196,-8.499392,-8.5117565,-7.333855,-0.85692,-3.1130475,-2.775544,-1.052321,25.458867,-5.331927,5.651531,24.5886965,16.95402,0.60701,1.40551,8.41611,15.8819,-2.565005,-0.9963599999999999,11.37548,3.77
"Russell, Brett",2022,RIGHT,0.4878048780487805,4,82.69325,85.65301,6.2283100000000005,90.79192,NA,77.88383,NA,2136.694251,NA,2423.211518,NA,212.082113,NA,46.671623,NA,2.5108,NA,2.390255,NA,0.402,NA,0.473835,NA,-5.390135,NA,-9.001591,NA,0.424321,NA,-1.880605,NA,15.1835695,NA,19.43797,NA,16.33958,NA,-10.498905,NA,9.48367,NA,-12.675245,NA,8.7
"Rustad, Carter",2021,RIGHT,0.45348837209302323,3,160.60828709999998,90.13524771,6.3682618875,89.07039463,NA,73.2242919,NA,2260.7648615,NA,1887.181208,NA,214.9605626,NA,91.52221827,NA,2.5143104565,NA,2.490997006,NA,-0.037576115,NA,0.16846464449999998,NA,-5.854884085,NA,-9.118834914499999,NA,-1.2890843885,NA,-3.6238281205,NA,22.02441598,NA,13.7286679945,NA,21.101816325,NA,0.137675698,NA,15.078000495000001,NA,-4.5948571309999995,NA,4.7
"Rustad, Carter",2022,RIGHT,0.4920071047957371,3,135.83181,84.66223,6.39968,90.86785499999999,79.47843,73.30290500000001,84.26899,2221.2609814999996,1986.2617185,1968.622648,1596.860733,211.7479925,83.90811049999999,48.017959000000005,254.899362,2.93265,2.1074349999999997,2.068595,2.22349,-0.05637,-0.5712550000000001,-0.18329,0.11629,-5.212614,-8.203529499999998,-9.6412625,-7.450049,-1.9985195,-4.5274665,-3.9737855,-1.852346,20.438686,19.116586,18.824598,-2.619626,19.866215,0.85366,-5.131855,5.60681,11.418395,-4.822934999999999,-7.128095,15.28068,4.73
"Rutkowski, Harry",2019,LEFT,0.5233160621761658,1.6,104.71872454000001,89.02350854,6.066685756,87.53316494,79.39283419,NA,81.58761956,1950.323201,2206.676284,NA,1526.095677,135.2105773,292.6756934,NA,124.5902792,2.51436675,1.891194717,NA,2.293338243,0.265421057,0.640328456,NA,0.051252513,-5.916908014,-8.74231078,NA,-7.130346905,1.741846442,3.847778058,NA,1.417195423,16.60130897,2.930315766,NA,3.288028111,11.89423109,-2.589503823,NA,8.220029788,-12.68123349,4.908395225,NA,-11.87013306,4.08
"Saalfrank, Andrew",2019,LEFT,0.47592067988668557,6,162.32365235,86.17527112,5.909414807,89.65057366,83.76652581,82.701139045,NA,1953.032647,2007.402992,1941.4868849999998,NA,139.077917,320.9347851,320.42104505,NA,2.274291686,1.812750904,1.5437141214999999,NA,-0.368345392,0.648367145,0.055180441499999996,NA,-6.779875431,-9.802168878,-9.724195947,NA,-0.010156258,2.393493321,1.6598146059999999,NA,12.908952705,0.8123913349999992,26.31717041,NA,11.40720933,-8.345535894,-5.824372352999999,NA,-9.520335644,5.854265503,4.0524005355,NA,2.84
"Sabouri, Arman",2019,LEFT,0.5190311418685121,6,174.7940854,78.553763605,5.676145426,88.83338072000001,78.17117221,NA,79.82344772,1900.9834955000001,2332.116516,NA,1217.738149,131.2629125,279.3403103,NA,79.12623844,2.4480182605,1.8130781695,NA,1.516240391,-0.4304478165,-0.21883278750000001,NA,-0.115911474,-5.050929234,-7.678369825,NA,-7.786105031,1.2151986845,4.139513747500001,NA,2.397796071,19.65307547,19.45262168,NA,24.3699633695,11.836180035000002,-1.901556262,NA,-2.001939641,-13.515868375,10.539079925,NA,-9.486602279,2.81
"Salata, Derek",2022,RIGHT,0.4872389791183295,6.25,121.047445,81.15364500000001,6.45184,89.993095,79.40032,70.58256,80.92224999999999,2208.4403685,2451.547974,2546.899784,1273.7001695,205.43039249999998,88.0381045,38.745946000000004,261.2400355,2.4326350000000003,1.96489,2.17589,2.413965,0.050795,-0.600935,-0.27223,0.544435,-5.505658,-8.3857515,-11.004599,-7.166907999999999,-1.247782,-3.3087964999999997,-3.528802,-0.20108099999999998,20.418814,0.7624560000000002,-18.7232955,6.82157,16.715795,1.0430899999999999,-14.67383,4.022105,7.24451,-8.069984999999999,-14.33166,15.321285,4.11
"Sales, RJ",2022,RIGHT,0.5843373493975904,2,134.67702,82.59315,5.23795,92.843265,83.221965,NA,NA,2164.360717,2341.478941,NA,NA,221.09634949999997,80.51651799999999,NA,NA,2.410015,2.379985,NA,NA,0.16133999999999998,-0.519855,NA,NA,-5.589468,-7.754992,NA,NA,-0.5579879999999999,-2.552683,NA,NA,17.558837,6.727259,NA,NA,15.203395,0.641695,NA,NA,12.672450000000001,-3.204745,NA,NA,3.52
"Sanders, Will",2022,RIGHT,0.5162187210379982,3.2857142857142856,103.74113,84.40322499999999,6.061075000000001,93.15014,84.738395,82.13526,85.19575,2232.83075,2268.830221,2216.228802,2059.702675,221.06541000000001,203.56450949999999,47.603654,250.0926495,2.605,1.61876,2.45309,1.588765,-0.00107,-0.39777,0.34899,0.27790499999999996,-5.867218,-8.6169355,-9.055203,-8.083484,-0.280109,-2.0677635,-2.345091,-0.0074555,20.824564,5.4292535,39.5725025,8.501395500000001,16.37032,1.431735,-6.59953,7.0990400000000005,13.73328,0.85746,-5.90075,17.41873,3.43
"Sanderson, Phillip",2019,RIGHT,0.5869565217391305,0,51.461367374999995,90.831137335,6.6840179665,85.4504933,77.18178195499999,NA,NA,2338.902735,2466.2250705,NA,NA,179.964293,80.437413245,NA,NA,2.237910772,1.6901636175,NA,NA,0.457709972,0.0069759775,NA,NA,-6.257266997,-9.000560222,NA,NA,-1.857686949,-3.158107265,NA,NA,-0.7219275809999999,-6.182846190999999,NA,NA,13.11999594,-2.1242977375,NA,NA,-0.008197734,-7.5316445105,NA,NA,6.16
"Sandlin, David",2022,RIGHT,0.5153846153846153,2.3529411764705883,204.81413,84.94652,5.58062,92.74498,83.34406,79.52643,86.48555,2120.634866,2476.291612,2477.839839,1564.710641,202.236999,101.737068,47.73651,207.031766,2.50049,2.07232,1.98321,2.11086,0.3877,-0.16467,-0.14867,0.83044,-5.643306,-8.044669,-9.218957,-7.141336,-1.654355,-3.618255,-3.162889,-1.603123,23.2696745,19.501099,36.340888,-12.9269315,16.51899,2.70453,-4.74323,8.41701,6.31654,-6.86138,-4.71988,4.88642,5.59
"Sankey, Evan",2022,RIGHT,0.4940239043824701,3.3333333333333335,130.80904,78.234125,4.799975,83.7818,73.35386,72.40136,76.157415,2078.043231,2348.013577,2300.4965015,1496.8354075,225.175992,51.380725,44.506576499999994,224.8378615,2.20922,1.61866,1.91541,1.6455899999999999,0.02759,0.06356,-0.13937,0.090535,-6.30027,-9.631297,-9.5668905,-7.770118,0.532788,-1.387968,-1.1713225,0.297941,24.411566,14.509589,7.343613,5.560315,15.05891,-4.02559,-4.87506,13.543315,13.80028,-7.37115,-6.721105,10.53788,3.69
"Santos, Nolan",2022,RIGHT,0.5360824742268041,0.6666666666666666,39.49873,78.19391999999999,5.58156,87.051005,NA,NA,81.43277,2180.5587889999997,NA,NA,1497.6022285,200.517981,NA,NA,247.537129,2.662025,NA,NA,1.940515,0.0942,NA,NA,0.7480450000000001,-5.7536315,NA,NA,-7.9266375,-1.8450625,NA,NA,-0.97045,16.289638,NA,NA,-21.261767499999998,19.15501,NA,NA,6.25894,6.92126,NA,NA,10.63721,4.38
"Sapienza, Matthew",2022,RIGHT,0.5297297297297298,3.5,123.56342,86.393715,6.09907,88.36553,80.136325,NA,82.80111,2139.4678205,2366.662882,NA,1720.053478,217.982068,101.33295899999999,NA,231.610189,2.38164,1.646925,NA,2.00132,0.13027,-0.436735,NA,0.63126,-5.657629,-8.247681499999999,NA,-7.009143,-1.674898,-3.6238155,NA,-1.08058,12.023917,16.056373999999998,NA,20.6078835,14.17914,1.64313,NA,9.16788,10.30158,-1.36055,NA,13.69135,6.45
"Sarcone, Trystan",2022,LEFT,0.47183098591549294,2.6666666666666665,80.753775,84.71998,5.750675,86.21577,77.626565,77.07249999999999,78.61251,1994.169678,2539.068431,2580.2357835000003,1456.263133,133.783074,319.12083199999995,324.46433049999996,110.791479,2.59523,2.002135,2.38119,1.75857,0.08531,0.3251,0.150495,-0.00266,-5.508902,-8.615601999999999,-8.696088,-7.714646,-0.364637,2.083652,2.1543444999999997,-0.405734,13.0499475,5.898139,10.136708,7.011644,15.809280000000001,-5.53573,-9.042485,6.13355,-15.099260000000001,6.54843,8.033885,-13.01005,4.85
"Saul, Eli",2022,RIGHT,0.5643776824034334,1.4375,18.580285,79.78593,5.53098,92.75497,86.89208500000001,NA,NA,2093.924272,2163.2870725000002,NA,NA,262.699556,138.53548899999998,NA,NA,2.21957,1.9769,NA,NA,0.252,-0.45736,NA,NA,-5.932507,-6.755011,NA,NA,0.250549,-2.119128,NA,NA,2.280641,10.827635,NA,NA,3.271025,1.957325,NA,NA,17.380405000000003,-1.573645,NA,NA,3.71
"Savacool, Jason",2022,RIGHT,0.4794188861985472,4.833333333333333,54.50617,81.7779,4.9824850000000005,91.56706,82.58848,78.104575,85.106695,2127.661085,2317.07913,2571.6630545,1519.515074,246.448369,88.4910365,49.7150125,247.130002,1.9189,1.65052,2.5757700000000003,1.505515,-0.17995,-0.67642,0.175865,0.61027,-6.772672,-8.842057,-9.4114395,-7.94591,-0.788319,-2.923019,-3.0142439999999997,0.11034050000000001,2.293163,23.52082,7.33284,-8.927485,7.58004,1.452955,-11.931840000000001,8.279865000000001,15.09009,-3.536245,-14.34286,15.84759,2.93
"Savino, Nate",2022,LEFT,0.5210526315789473,2.5,112.57385500000001,80.538875,5.94983,92.08180999999999,82.69078,NA,84.19018,1934.318481,2069.260231,NA,1849.686174,108.4937285,253.684568,NA,112.415309,2.35867,1.61895,NA,1.51663,-0.103005,0.40951,NA,0.11218,-6.027093,-7.706398,NA,-7.454703,1.184636,3.684058,NA,1.453937,16.227807,5.549595,NA,45.319894500000004,7.237425,2.54551,NA,6.11847,-17.72241,3.9204,NA,-15.15442,3.69
