Pitcher,Year,PitcherThrows,Strike_Percent,K_BB,median_Distance,median_ExitSpeed,median_Extension,median_RelSpeed_Fastball,median_RelSpeed_Slider,median_RelSpeed_Curveball,median_RelSpeed_ChangeUp,median_SpinRate_Fastball,median_SpinRate_Slider,median_SpinRate_Curveball,median_SpinRate_ChangeUp,median_SpinAxis_Fastball,median_SpinAxis_Slider,median_SpinAxis_Curveball,median_SpinAxis_ChangeUp,median_PlateLocHeight_Fastball,median_PlateLocHeight_Slider,median_PlateLocHeight_Curveball,median_PlateLocHeight_ChangeUp,median_PlateLocSide_Fastball,median_PlateLocSide_Slider,median_PlateLocSide_Curveball,median_PlateLocSide_ChangeUp,median_VertApprAngle_Fastball,median_VertApprAngle_Slider,median_VertApprAngle_Curveball,median_VertApprAngle_ChangeUp,median_HorzApprAngle_Fastball,median_HorzApprAngle_Slider,median_HorzApprAngle_Curveball,median_HorzApprAngle_ChangeUp,median_Angle_Fastball,median_Angle_Slider,median_Angle_Curveball,median_Angle_ChangeUp,median_InducedVertBreak_Fastball,median_InducedVertBreak_Slider,median_InducedVertBreak_Curveball,median_InducedVertBreak_ChangeUp,median_HorzBreak_Fastball,median_HorzBreak_Slider,median_HorzBreak_Curveball,median_HorzBreak_ChangeUp,ERA
"Bergin, Jesse",2019,RIGHT,0.5921787709497207,1.8,152.2560979,80.832752485,6.209757643,92.226747855,80.45215728,NA,85.21031302,2228.200359,1985.493589,NA,1740.9030539999999,196.0892794,77.39864956,NA,205.06627675,2.5189325385,2.357179213,NA,2.185430511,-0.144466416,-0.254282924,NA,-0.050511419,-5.060696869499999,-8.530678458,NA,-6.6396164849999995,-0.681708464,-2.353926293,NA,-0.4803799555,17.01673391,4.141835524999999,NA,1.1355670325,20.190945595000002,-2.402942456,NA,11.09056268,5.794639771,-9.451086627,NA,6.442650106,4.43
"Bergner, Austin",2019,RIGHT,0.48013245033112584,2.5,161.1398158,84.56897197,6.705147261,92.45584535,NA,77.13418862,84.411263455,2113.696051,NA,1503.676429,1943.8898975000002,216.469366,NA,29.59451936,226.7811573,2.579560712,NA,2.155718806,2.121388267,-0.012598508,NA,-0.396710502,0.2411685685,-5.768094217,NA,-9.926285171,-6.984713492,-1.357169698,NA,-3.112124564,-1.1504859815000001,13.25256885,NA,20.35129205,2.203431448,15.59296848,NA,-7.244630565,12.02428072,11.97432247,NA,-3.047917049,13.483383145000001,4.94
"Bezdicek, John",2022,LEFT,0.576271186440678,1.875,191.32085,80.18457,5.457585,87.78952,NA,NA,79.193615,2175.308672,NA,NA,1284.709151,158.21386,NA,NA,122.9746585,2.68474,NA,NA,1.8780649999999999,0.18778,NA,NA,0.12003000000000001,-6.102988,NA,NA,-7.825031,0.432565,NA,NA,0.573063,41.608407,NA,NA,17.29377,20.46395,NA,NA,8.378215,-7.69158,NA,NA,-10.1138,3.76
"Biasi, Dante",2019,LEFT,0.5404040404040404,3.6,182.3749145,75.06963277,5.654759994,89.63425831,75.408390375,75.11813163,80.45365428,2089.722088,2124.287271,2064.2147565,1656.807496,152.6976649,248.06031489999998,254.9320774,139.1289199,2.789180786,2.5438595845,2.611230066,2.543374672,-0.065989582,-0.300955744,-0.02369826,-0.55698739,-5.21021789,-8.0371794595,-8.349947635,-6.756050091,1.449676367,2.6788086115,2.91245625,1.022218156,26.70381145,25.787756445,11.5357256735,24.8361701,17.36822271,2.7471546460000003,1.17354554,12.5498234,-9.122408075,7.205266633,4.599604528,-11.14990528,2.55
"Bibee, Tanner",2019,RIGHT,0.531951640759931,3.4,177.5080798,90.01667700499999,6.395618429,89.48932261,78.493708175,77.50792836,81.43416565,2312.240902,2588.850865,2618.130042,2100.7771885,176.4082634,82.714528865,81.452354575,180.78408035,2.367241579,1.699334847,1.973021906,1.806445593,-0.135543475,-0.344861545,-0.0613073725,-0.144818512,-6.047144136,-9.391294890000001,-9.6659726285,-8.111545388,-4.128753568,-5.4372367415,-5.2395343985,-4.0605054345,12.93138149,26.41978791,13.337791719999998,8.676703235,15.49978611,-3.8563667675,-2.250717991,9.478838174500002,-0.95784437,-16.472640325,-15.6063048,0.1351841035,4.33
"Bigge, Hunter",2019,RIGHT,0.547945205479452,4,230.6572424,79.963639525,6.198110922,91.98126424,80.39433982,NA,NA,2194.422492,2037.884677,NA,NA,209.4623823,48.32333712,NA,NA,2.447200551,1.087000842,NA,NA,-0.053869867,-0.426072718,NA,NA,-5.054266189,-9.803930332,NA,NA,-1.46611502,-3.946183635,NA,NA,33.17007954,23.8247602355,NA,NA,19.30950239,-10.0486221,NA,NA,10.86790095,-11.27071564,NA,NA,4.58
"Birdsell, Brandon",2022,RIGHT,0.5364667747163695,2.823529411764706,137.41683,83.08887,5.0047,96.04117500000001,85.47388,84.42122,87.23940999999999,2228.8296984999997,2282.827726,2605.9930114999997,1917.2479520000002,214.479492,100.88451950000001,51.534412,243.184776,2.369495,1.84861,0.9048149999999999,2.027705,0.01197,-0.30162,-0.67456,0.259465,-5.321009500000001,-8.078646,-9.33976,-7.1648525,-1.889349,-3.467724,-3.8371885,-1.3340935,18.952296,12.2770495,-31.453112,21.028651,17.58871,2.162935,-3.076085,8.554594999999999,11.61032,-4.182675,-4.472915,17.01944,2.75
"Blaisdell, Tim",2022,RIGHT,0.5308641975308642,1,169.105475,89.53694,5.7845,86.35636,77.32246,NA,81.05397,2131.054818,2281.414599,NA,1558.588253,226.832586,91.057704,NA,260.836054,2.552785,1.553885,NA,1.19682,0.008980000000000002,-0.24293,NA,0.88373,-5.331774,-8.1481335,NA,-7.464149,-0.6675495,-2.7495735,NA,0.115705,16.965734,23.980667,NA,-55.195685,12.04475,1.37325,NA,3.29752,11.11164,-5.520295,NA,12.98398,6.25
"Block, A.J.",2019,LEFT,0.5089820359281437,2.25,137.5670055,87.758127175,6.59926292,87.38609786500001,NA,73.23656768,81.35674183,2210.695255,NA,2095.022579,1579.946913,144.98598335,NA,312.9730793,125.0212898,2.5399507095000002,NA,1.679790062,1.826871318,-0.4662735435,NA,0.019578023,-0.351194545,-5.6490260615,NA,-11.04373374,-7.10706715,-0.209687273,NA,2.568084714,-0.18102921,24.471448215000002,NA,-9.104105162,4.108885326,14.38246587,NA,-12.51244698,8.309584454,-10.13410858,NA,13.4126462,-12.01924355,6.06
"Bloebaum, Adam",2021,LEFT,0.4107142857142857,6,167.55615999999998,81.278235,6.166955,88.52385000000001,72.38707,NA,NA,2101.6885604999998,2230.519674,NA,NA,147.1200475,305.579756,NA,NA,2.60316,2.42169,NA,NA,0.45372,0.42453,NA,NA,-5.611883000000001,-9.110532,NA,NA,1.212376,3.378218,NA,NA,23.5236,4.993604,NA,NA,14.245345,-10.35583,NA,NA,-9.272995000000002,14.91324,NA,NA,4.15
"Blubaugh, AJ",2022,RIGHT,0.5254237288135594,10,236.37541,89.3552,6.06661,91.02792,NA,73.61431,83.314075,2142.4255785,NA,2409.916379,2191.989615,206.917364,NA,41.303095,238.765132,2.720795,NA,2.24001,1.25902,-0.190005,NA,-0.51365,-0.37990999999999997,-5.13747,NA,-9.71405,-7.9192409999999995,-0.6890959999999999,NA,-2.427141,-0.4967405,29.896933,NA,27.517467,24.271746,19.28877,NA,-9.11292,9.828355,9.348195,NA,-6.73241,17.094145,3.25
"Bohm, Andrew",2019,RIGHT,0.6263736263736264,1,131.57585415,81.455690925,5.91669369,86.60772747,78.99965435,NA,NA,1838.443779,1740.2065444999998,NA,NA,220.9761704,63.121137335,NA,NA,3.213718057,2.133270498,NA,NA,0.491805385,-0.0296427815,NA,NA,-5.265296314,-8.79464604,NA,NA,-0.246545544,-2.4460673295,NA,NA,12.946957775000001,14.1427493735,NA,NA,13.13389324,-4.5826918115,NA,NA,11.08285937,-7.9441142755000005,NA,NA,5.54
"Booker, JoJo",2022,RIGHT,0.5158831003811944,1.875,134.16712,81.72282,5.84226,88.3835,80.73415,NA,81.2872,2002.3064465,2054.09929,NA,2040.067974,221.70142850000002,126.689335,NA,199.276197,2.471935,2.0345,NA,2.2283,-0.34869,-0.44543,NA,-0.09713,-6.1408380000000005,-8.321886,NA,-7.682687,-0.885626,-2.623087,NA,-1.486494,19.7560785,16.584759499999997,NA,18.202037500000003,16.23497,3.26563,NA,4.91654,13.553965,-2.23957,NA,0.7276,5.4
"Boone, Brandon",2019,RIGHT,0.5327868852459017,2,159.86655,78.34447812,5.795452139,84.79574198,74.79755322,NA,78.70594814,2280.222234,2403.093736,NA,1532.904224,198.5188761,92.03085509,NA,252.8869386,2.5756551365,1.831624402,NA,1.82302394,-0.0752916855,-0.632743895,NA,1.020200531,-5.445225328499999,-8.470200475,NA,-7.972268657,-1.6545997795,-3.405476054,NA,0.641594355,23.14798785,24.903815035,NA,-14.90848795,11.968953944999999,0.213850787,NA,4.271261293,4.107189953,-9.533976564,NA,12.81267697,4.53
"Boone, Rodney",2019,LEFT,0.5355191256830601,5.75,180.6898543,80.74607502,5.847876202,86.35151297499999,NA,71.69206068,74.206463665,1910.5792780000002,NA,2071.184534,1642.1806339999998,162.25365405,NA,333.049315,140.85802045,2.9085685285,NA,2.009915443,2.363458992,0.1802041125,NA,0.702606207,-0.3253468985,-5.539130029,NA,-11.00852761,-8.039709035,0.20911095600000001,NA,1.911844277,-0.2872033585,22.94763214,NA,-20.18771428,20.636369625,18.809623625,NA,-12.9312805,9.4571381215,-6.4802111045,NA,4.89738552,-7.797270184,2.78
"Borders, Jalen",2022,LEFT,0.5193452380952381,2.176470588235294,62.776405,80.14072,6.87342,85.61154,77.571595,NA,79.35503,1827.072449,2151.589934,NA,1802.773353,136.151045,257.25266750000003,NA,116.108035,2.50005,2.209055,NA,1.87004,-0.30978,0.073215,NA,-0.50105,-5.948167,-7.8408515,NA,-7.239627,0.443892,2.7394495,NA,-0.046752,8.513559,15.162658,NA,4.453107,12.46863,2.95636,NA,9.21292,-11.04945,6.72359,NA,-16.17887,3.04
"Bosch, Carter",2022,RIGHT,0.5180722891566265,2.25,140.30721,81.26248,6.44636,88.891525,78.19503,NA,NA,2356.3494115000003,2259.307602,NA,NA,192.510389,61.747098,NA,NA,2.3252800000000002,2.09861,NA,NA,0.281,-0.30797,NA,NA,-5.680809,-8.599278,NA,NA,-0.7972600000000001,-2.644266,NA,NA,27.920713,9.4260505,NA,NA,17.547449999999998,-3.82803,NA,NA,3.63309,-7.42382,NA,NA,4.5
"Bosecker, Cory",2022,LEFT,0.5665399239543726,2.4,165.10203,77.18571,5.55499,89.6123,78.37073000000001,NA,84.6428,2284.190516,1833.9407685,NA,1336.746262,140.585775,308.8395635,NA,101.116107,2.45271,1.8136299999999999,NA,2.15541,-0.12424,-0.67851,NA,-0.6948,-5.831483,-8.811829,NA,-7.565576,0.536824,1.5700275000000001,NA,-0.570105,27.55661,6.707657,NA,-5.3336745,13.78639,-3.236615,NA,3.47839,-10.19048,5.691045,NA,-11.6376,6.75
"Boswell, Matt",2022,RIGHT,0.5333333333333333,3.230769230769231,112.06721,78.92793,5.78778,91.831985,78.4327,79.12035,83.70598,2287.7150979999997,2093.906678,2131.7682,1465.188337,214.3604625,42.308094,41.413568,225.327921,2.4999900000000004,2.19653,2.09494,2.0815,0.036885,0.26788,0.09609,0.58652,-4.9249054999999995,-8.673408,-8.702956,-6.442042,-1.2080575,-2.337918,-2.570039,-0.665689,23.037769500000003,11.398522,3.903205,11.171274499999999,15.932210000000001,-5.43091,-6.17709,12.12323,10.15524,-6.62847,-6.51292,11.00934,4.82
"Bovair, Connor",2022,RIGHT,0.566079295154185,1.7142857142857142,103.1547,77.90732,4.87566,91.31839,83.07677,NA,83.30843,2431.6148015,2430.576462,NA,1576.1251,215.978743,131.297065,NA,251.620791,2.926415,2.31068,NA,1.87462,0.18291,-0.36587,NA,0.35957,-4.7886264999999995,-7.116857,NA,-7.477514,-0.0469015,-2.16922,NA,0.180336,23.334803,36.623743,NA,9.928208,17.6569,3.25929,NA,6.51351,12.308115,-1.85827,NA,14.26694,5.5
"Bowman, Kaleb",2019,RIGHT,0.5252918287937743,1.4444444444444444,174.1119513,84.579775785,5.024391222,88.54154565,77.413408775,NA,NA,2014.022796,2216.147283,NA,NA,221.2975544,114.81622585,NA,NA,2.701909876,2.2533778005,NA,NA,-0.249529998,-0.4415827115,NA,NA,-5.543730963,-7.8526089265,NA,NA,-0.981180888,-3.166063994,NA,NA,18.584387175,27.369260355,NA,NA,13.96545045,3.7453759445,NA,NA,12.01857527,-7.794136268,NA,NA,3.05
"Brady, Ryan",2022,RIGHT,0.5106035889070146,2.5454545454545454,101.48134,80.55334,5.87661,92.45885999999999,80.800855,78.98447,86.52985,2269.504696,2471.4658805,2491.135167,1657.048369,214.4789805,66.4864245,56.793702,237.4744885,2.25586,1.867475,2.57439,1.73117,-0.072625,-0.63686,0.0968,1.004585,-5.452064,-8.053229,-8.046628,-6.728429,-1.748709,-4.3506675,-3.507752,-0.5761944999999999,16.933179,12.628263,-8.520007,-15.256496,13.38853,-3.7617950000000002,-6.59886,7.690575,9.118565,-12.461935,-12.90201,11.37829,3.73
"Brand, Jonathan",2022,RIGHT,0.5408805031446541,1.4285714285714286,94.94849,80.7578,5.67849,90.48533,80.55599000000001,74.86774,79.16103,2127.5631789999998,2569.012651,2710.6873815,1721.7560055,215.446037,73.1726655,35.1660265,242.554007,2.49219,2.21558,1.668285,1.996385,-0.35566,-0.7030350000000001,-0.976345,0.32363,-4.68985,-6.8475185,-9.660841,-6.467005500000001,-1.020976,-3.0761145,-3.846578,-0.629443,31.7136,-5.227951,NA,-8.8159005,14.90032,-0.51947,-16.4191,5.670534999999999,11.12406,-6.100515,-14.05442,9.71593,1.4
"Brandon, Connor",2022,RIGHT,0.5531914893617021,2.5,100.38251,81.69892,5.79153,93.43686,81.61087,NA,NA,2326.2173025,2515.7183880000002,NA,NA,225.557233,35.20202,NA,NA,2.43322,2.28448,NA,NA,-0.05991,-0.57366,NA,NA,-5.222768,-8.730905,NA,NA,-1.683404,-3.943744,NA,NA,26.456281,-3.484045,NA,NA,13.78461,-11.78115,NA,NA,12.8932,-9.36272,NA,NA,4.76
"Braun, Lucas",2022,RIGHT,0.43137254901960786,4.5,139.07507,86.825795,5.7097750000000005,89.748175,80.14975,75.01768,79.74825,2047.617139,2323.484212,2231.664846,1919.392748,221.28599400000002,106.319282,55.574947,263.670909,2.385215,2.02,1.88051,1.19271,0.13139,-0.31199,-0.42161,0.4091,-5.3441045,-7.833792,-9.310983,-7.8103549999999995,-2.027393,-4.644821,-5.305192,-1.5706455,22.424626500000002,9.531827,13.388805,4.049632,14.461685,2.36591,-8.9878,3.55199,11.501249999999999,-4.45768,-15.26084,17.138255,2.91
"Braunecker, Gavin",2022,LEFT,0.5377358490566038,1.25,103.13779,91.31321,5.760235,87.19971000000001,80.27084,NA,82.99934,2069.337318,2114.229224,NA,1942.253361,144.1345155,181.22351,NA,123.81753,2.78287,1.91237,NA,1.77275,-0.301925,0.58612,NA,-0.5676,-5.1765995,-7.743882,NA,-7.244975,-0.075747,2.631902,NA,0.142523,41.84918,15.428795,NA,6.199245,18.737035,5.64764,NA,11.26134,-12.993055,0.10307,NA,-16.00757,5.99
"Brecht, Ben",2019,LEFT,0.49464668094218417,7.2,164.9910777,79.915908375,6.239246228000001,89.15158894999999,79.00278993,NA,79.39730079,2013.9564345,1899.2432635,NA,1335.904231,164.86497725,220.6715407,NA,146.9727466,2.8485324635,2.161486083,NA,2.019424313,0.26243943550000004,0.390045867,NA,-0.9914595,-5.574169488500001,-8.537863382,NA,-7.647300053,1.2961326574999998,2.961895997,NA,-0.093676261,27.26156912,6.8237907165,NA,11.41331962,20.223624469999997,5.605239542,NA,14.56994695,-6.1490549545,4.449638405,NA,-10.48838703,4.1
"Brehmer, Bradley",2022,RIGHT,0.5079726651480638,2.5,75.014925,80.26313999999999,5.88018,91.143755,83.35825,78.18264500000001,86.48055,2128.0337,2504.285915,2435.428649,1973.614452,248.939938,100.84616700000001,24.7829415,250.68673,2.23339,1.84149,2.488555,2.22213,-0.015775,-0.64543,0.120965,0.3841,-6.2858,-7.595091,-9.748385500000001,-6.490757,0.19402950000000002,-3.762921,-1.903069,0.773727,13.602795,31.329049,1.2799254999999996,17.971837,8.01815,3.6102,-17.297745,7.87142,18.09162,-12.593965,-8.787579999999998,20.53663,5.3
"Brewer, Hoss",2022,RIGHT,0.5106382978723404,2.2,90.37588,79.76700500000001,5.66878,91.733645,NA,76.043945,82.35065,2392.0618265000003,NA,2112.756676,1685.559704,200.14802400000002,NA,17.3978095,218.896639,2.2320149999999996,NA,1.8142800000000001,2.26152,-0.129495,NA,-0.908935,0.18613,-6.597739,NA,-10.884354,-7.367796,-0.4808745,NA,-1.5138954999999998,-0.427088,4.8984179999999995,NA,44.906808,14.5792415,14.3717,NA,-12.556935,10.20197,4.55272,NA,-2.3823049999999997,7.63146,6.23
"Bright, Trace",2022,RIGHT,0.53601108033241,2.2857142857142856,151.76622,82.66796500000001,6.17015,92.9754,84.13401999999999,76.68424,85.18417,2376.9396150000002,2460.0070109999997,2786.890223,1424.734786,199.542264,88.868167,36.126489,234.248485,2.48396,1.71407,1.4096,1.56363,0.11018,-0.35506,-0.25619,0.68961,-5.490243,-8.4141635,-11.092205,-7.545593,-1.322962,-3.2040715,-3.543585,-0.579711,32.514158,7.862408500000001,2.017719,-5.168661500000001,19.33851,1.0553949999999999,-16.16587,9.12611,6.56878,-6.4740400000000005,-12.9754,11.66556,5.13
"Brooks, Jake",2022,RIGHT,0.5220820189274448,4.888888888888889,117.350055,77.757315,6.178565,89.92778999999999,82.39145,NA,80.65499,2132.781058,2282.383864,NA,1371.107789,239.114908,120.529421,NA,268.987503,2.42058,1.77843,NA,2.13114,-0.158165,-0.53991,NA,0.30454,-5.587193,-7.503239,NA,-7.829246,-1.54172,-3.967756,NA,-1.207154,21.5894025,21.46958,NA,-11.425830000000001,12.86349,3.74303,NA,1.40331,19.644635,-3.71181,NA,16.46343,3.96
"Brosky, Matt",2022,RIGHT,0.5445544554455446,4,9.56071,69.45752,6.39416,89.002725,81.095405,NA,82.89605,2058.9420595,2374.650964,NA,1925.080128,246.36337550000002,119.04525699999999,NA,259.768526,2.2838000000000003,2.093275,NA,2.07589,0.28454999999999997,-0.576545,NA,0.57687,-5.13103,-6.6726085,NA,-6.24443,-0.0335765,-2.349564,NA,0.525141,21.153721,-7.431604500000001,NA,-32.345712,8.643229999999999,4.328035,NA,4.45618,14.803275,-5.497145,NA,16.97166,2.65
"Brown, Cam",2022,RIGHT,0.578397212543554,1.5185185185185186,69.923875,80.66179,5.19551,94.48117,85.45209,NA,87.3929,2074.716734,2507.3709120000003,NA,1623.3473789999998,231.065176,73.107869,NA,262.34958800000004,2.46319,2.21857,NA,2.27306,0.11339,-0.45802,NA,0.98639,-5.786905,-7.867655,NA,-7.3600885,-0.361287,-2.540518,NA,0.45545749999999996,17.6056935,14.635589,NA,18.538908,12.03115,-0.33567,NA,3.2073650000000002,14.07087,-3.84205,NA,15.409695,4.42
"Brown, Cameron",2019,LEFT,0.5013623978201635,3.857142857142857,134.4746135,87.9587768,6.0164235385,87.276999365,77.69061275,76.04597744,81.08855721,2178.282909,2503.711687,2445.81974,1860.630477,133.2136673,278.43100985,279.8037432,118.485833,2.765109751,2.5691181345,2.373829787,2.502411689,-0.1340148025,0.026373047,-0.347706478,-0.346209123,-5.8863466265,-8.2272162635,-8.469677211,-7.375590578,0.6705409185,3.210481288,2.442980851,0.885792579,15.4027812,8.128309313,10.625271074,8.597594644,10.63119376,-1.5596082144999999,-1.757107122,1.960655132,-11.746731405,7.706177717999999,10.35671655,-11.90460164,3.2
"Brown, Chris",2019,LEFT,0.4927536231884058,2,128.523726,85.231528285,6.155249601,80.262000255,70.708743385,NA,NA,1873.5718115,2018.0944335,NA,NA,149.80988689999998,215.80274115,NA,NA,2.5869103750000004,2.1035513889999997,NA,NA,-0.33919345,-0.0309249355,NA,NA,-5.643162454,-8.5082588885,NA,NA,1.0295061565,3.4949925165,NA,NA,9.723325968,0.963490497,NA,NA,19.680897504999997,7.229007034,NA,NA,-11.409593905,5.0794029389999995,NA,NA,5.31
"Brown, Drayton",2022,RIGHT,0.5473684210526316,0.8,151.00218,75.059965,6.04914,86.86075,NA,68.99728,NA,2171.4264095,NA,2122.541736,NA,188.85055499999999,NA,63.358629,NA,2.590115,NA,1.83797,NA,-0.122475,NA,-0.10733,NA,-5.7811295000000005,NA,-10.145309,NA,-1.0748635,NA,-2.497715,NA,30.9834045,NA,48.841574,NA,18.94131,NA,-3.2389,NA,2.663685,NA,-9.37949,NA,4.43
"Brown, Rese",2022,RIGHT,0.5106382978723404,3.6666666666666665,89.23775,84.08619999999999,5.38239,90.17577,81.38826,NA,84.8278,2200.584171,2473.574194,NA,1948.705912,199.127355,83.081485,NA,269.616729,2.796915,1.77602,NA,1.38613,-0.42403,-0.65798,NA,0.2295,-5.5698764999999995,-8.789511,NA,-8.416835,-0.9247745,-2.871687,NA,-0.783512,8.688713,23.495891,NA,-14.9923895,16.231585,0.51591,NA,1.43563,4.97949,-10.17453,NA,7.66559,3.76
"Brubaker, Tanner",2019,RIGHT,0.5321637426900585,3,192.8775274,91.442879705,6.552901435,89.288391715,NA,76.32741167500001,NA,1957.358506,NA,2209.632263,NA,224.10163615,NA,41.514070585,NA,2.6995101535,NA,1.7266900994999999,NA,-0.3303086355,NA,-0.934858202,NA,-5.7139085795,NA,-10.127839707,NA,-2.007252832,NA,-5.0394995715,NA,19.807594100000003,NA,22.188224765,NA,13.792880910000001,NA,-9.9906453755,NA,13.152292554999999,NA,-6.209913765,NA,2.99
"Bryggman, Ryan",2022,RIGHT,0.6024096385542169,0.3333333333333333,154.58443,82.67662,6.26825,85.249335,NA,73.0778,75.95319,2098.549865,NA,2024.727388,1516.723261,214.2735225,NA,78.622351,242.22269599999998,3.26488,NA,1.98923,1.523725,0.24708,NA,-1.07754,0.37690500000000005,-5.0862295,NA,-9.660967,-8.462285,0.37985250000000004,NA,-3.100873,0.7496725,20.7481735,NA,12.346421,17.798001,19.99783,NA,0.09476,9.032405,12.415595,NA,-12.15075,15.585560000000001,5.71
"Buhr, Drew",2022,RIGHT,0.6006944444444444,0.6666666666666666,179.73191500000001,85.3394,6.12924,87.570415,81.47115,NA,77.26607,2236.3073715,2103.5579660000003,NA,1703.153743,198.72902399999998,145.010717,NA,207.363168,2.7838000000000003,1.9436499999999999,NA,1.99561,0.17246,-0.37885,NA,0.95027,-4.779036,-6.992689,NA,-6.84706,-0.6040555000000001,-2.1092294999999996,NA,-0.006967,31.292704,18.392962,NA,2.887628,18.395364999999998,7.137265,NA,14.58879,6.2353000000000005,-4.0453399999999995,NA,7.11689,6.97
"Bullington, Austen",2019,RIGHT,0.49411764705882355,3.5,71.73324222,82.83423294,5.696517162,84.20325881,75.600524425,NA,77.42798169,2051.469992,1679.4012735000001,NA,1670.0922475000002,219.955194,181.901861,NA,209.39469880000001,2.038328595,1.6795344305,NA,1.8769858645,-0.250492988,-0.322760739,NA,0.408255525,-6.513388641,-8.564946578499999,NA,-7.023129753999999,-1.151464395,-3.0613823415,NA,-1.3347359665,31.86620042,20.08557238,NA,0.614736837,18.92873053,7.861692543,NA,17.14524102,15.16850544,0.26210518850000003,NA,11.37483826,4.15
"Burbank, Thomas",2022,LEFT,0.5736925515055468,1.3157894736842106,169.82221,82.21918,6.40949,85.30611,NA,71.09652,76.60813999999999,1813.942011,NA,2144.1965145000004,1735.8125785,138.7005625,NA,295.1531595,120.29565,2.17969,NA,2.08817,2.11673,0.03921,NA,0.00375,-0.61807,-5.551943,NA,-9.153078,-6.8860790000000005,1.950185,NA,4.511505,0.9867859999999999,28.1616095,NA,18.077185,13.793749,15.793475,NA,-5.487855,9.926835,-12.75595,NA,15.958770000000001,-14.637820000000001,6.44
"Burch, Jared",2022,RIGHT,0.5606936416184971,2.5,178.40365,78.77202,5.95311,88.92357,80.52374,73.22012,NA,2142.71991,2238.65791,2241.4137,NA,210.582202,100.017537,46.212013,NA,2.68488,1.72198,2.18053,NA,0.07869,-0.59745,-0.09471,NA,-5.425652,-8.336615,-9.935413,NA,-1.005762,-3.560935,-3.155644,NA,40.7251015,15.927895,17.507264,NA,18.13816,3.04811,-10.7178,NA,10.24875,-6.34933,-12.3678,NA,5.3
"Burns, Chase",2022,RIGHT,0.5073746312684366,14,194.77332,86.00505,5.919065,95.87968,87.017605,NA,90.45095,2416.556802,2519.4729180000004,NA,1841.2509925,204.981308,109.319619,NA,246.582117,2.91219,2.242575,NA,0.945235,-0.21198,-0.47552,NA,0.31084,-5.127411,-7.5375464999999995,NA,-8.028662,-0.781881,-2.66105,NA,-0.1462315,30.458123999999998,21.524409,NA,13.234333,16.77217,3.7439,NA,7.915794999999999,7.40933,-6.649275,NA,15.359024999999999,2.91
"Burns, Tanner",2019,RIGHT,0.521891418563923,4.545454545454546,198.24737375,79.45757371,5.914882208,92.69747308500001,82.05622808,NA,83.173651165,2316.1910804999998,2562.5023279999996,NA,1927.498473,200.2228189,120.5688194,NA,233.65100295,2.3752683745,1.621765021,NA,1.7473303334999999,-0.0348790885,-0.922958194,NA,0.045130089,-4.599034173,-7.855416469,NA,-6.804409441000001,-0.19120490950000002,-2.658738052,NA,0.32592317150000005,28.62405808,6.3312149135,NA,-8.498816911,20.632907115000002,3.921011353,NA,10.0146386725,7.8521074655,-6.492257786,NA,13.71710861,2.82
