Player,Team,W,L,ERA,APP,GS,CG,SHO,SV,IP,H,R,ER,BB,SO,WP,HP,OBA
Devyn Terbrak,Western Kentucky,2,4,4.52,12,11,1,0,0,67.2,84,45,34,14,51,9,5,0.304
Jordan Carr,College of Charleston,3,3,4.52,23,6,0,0,3,61.2,75,40,31,18,51,3,9,0.309
Brian Raymond,Western Illinois,0,5,4.73,11,7,0,0,1,53.1,64,45,28,22,51,7,7,0.286
Mason Delane,VCU,3,1,4.87,18,17,0,0,0,64.2,80,44,35,18,51,4,5,0.296
Logan Muratalla,Manhattan,3,5,5.01,10,9,2,0,0,46.2,51,34,26,24,51,7,6,0.271
Collin Duffley,UMass Lowell,3,8,5.46,13,12,2,1,0,66,65,51,40,30,51,12,13,0.264
Chris Gonzalez,Stetson,5,2,5.62,10,10,0,0,0,65.2,72,41,41,11,51,3,6,0.277
Kyle Robeniol,Utah,1,5,7.26,12,11,0,0,0,53.1,74,45,43,9,51,10,3,0.332
Tyson Guerrero,Washington,3,3,2.96,11,11,0,0,0,54.2,50,25,18,18,50,1,8,0.242
Trevor Olson,Xavier,5,3,2.97,14,10,0,0,0,63.2,53,23,21,18,50,8,5,0.229
Jack Sterner,BYU,1,2,3.81,14,14,0,0,0,56.2,54,27,24,22,50,11,12,0.257
David Moffat,UT Arlington,4,5,3.91,14,13,0,0,0,73.2,88,40,32,20,50,3,2,0.293
Riley Sorenson,Merrimack,5,3,4.06,11,11,1,0,0,71,57,33,32,31,50,3,4,0.222
Kasey Ford,Kansas State,4,2,4.07,17,8,0,0,0,59.2,50,31,27,33,50,7,6,0.23
Mark Finkelnburg,Saint Louis,0,8,4.53,12,11,1,0,0,55.2,59,40,28,22,50,5,5,0.272
Max Loven,North Dakota State,3,3,4.82,12,12,1,1,0,61.2,65,36,33,11,50,2,3,0.266
Calvin Schapira,Purdue,2,6,4.96,13,12,0,0,0,65.1,76,45,36,18,50,6,9,0.296
Anthony Ethington,Bellarmine,2,6,5.07,27,2,0,0,4,60.1,57,39,34,30,50,10,5,0.248
Jake Dixon,Fresno State,6,3,5.81,15,15,0,0,0,66.2,83,51,43,28,50,2,6,0.3
Cooper Stinson,Duke,3,4,6.12,15,15,0,0,0,60.1,49,44,41,34,50,4,14,0.225
Cameron Boyd,Purdue Fort Wayne,0,7,7.27,13,9,0,0,1,52,69,49,42,19,50,9,4,0.319
Kole Harris,UNC Asheville,2,2,4.33,18,10,0,0,0,60.1,68,34,29,26,49,8,4,0.286
Ty Barnes,UL Monroe,2,5,4.8,11,11,0,0,0,54.1,50,30,29,11,49,8,5,0.239
Jamison Hill,Fresno State,5,3,5.23,12,12,1,0,0,72.1,94,46,42,15,49,7,10,0.322
Zack Lee,Kentucky,4,6,5.31,13,13,1,1,0,57.2,69,36,34,21,49,5,12,0.303
Angelo Gennari,Stephen F. Austin,3,5,5.34,12,12,1,1,0,57.1,60,41,34,31,49,3,10,0.267
Isaac Campbell,Gardner-Webb,2,5,5.43,23,4,0,0,6,53,52,37,32,25,49,2,5,0.257
Matt Hamilton,Bradley,5,2,5.59,13,8,1,0,0,58,63,37,36,14,49,4,5,0.276
Luke Brown,Austin Peay,4,2,6.04,15,13,1,0,0,70,81,50,47,21,49,6,3,0.293
Alejandro Murillo,Nevada,2,2,6.25,15,9,0,0,0,59,73,44,41,22,49,2,6,0.311
Mike Cassala,Jacksonville,3,4,6.41,15,12,0,0,0,60.1,67,47,43,31,49,3,11,0.279
Drew Irvine,Iowa,2,5,6.43,13,10,1,0,0,49,55,40,35,31,49,6,4,0.274
Ethan Skuija,CSU Bakersfield,3,4,7.54,11,7,0,0,1,43,47,40,36,24,49,7,13,0.278
Dawson McCarville,Grand Canyon,5,3,3.58,17,9,0,0,1,65.1,58,27,26,25,48,4,6,0.24
J.C. Ariza,UT Rio Grande Valley,0,4,3.66,14,13,0,0,0,59,62,35,24,26,48,6,3,0.257
Hayden Kettler,Baylor,4,4,3.92,12,12,0,0,0,64.1,69,37,28,12,48,0,11,0.273
Cam Walty,Nevada,5,3,4.02,12,11,0,0,0,56,52,35,25,30,48,3,5,0.243
Kelyn Fox,Florida A&M,7,2,4.29,13,10,2,0,0,71.1,80,44,34,28,48,3,7,0.289
Daxton Tinker,Houston Baptist,2,4,4.47,12,10,1,0,0,54.1,60,34,27,22,48,4,5,0.279
Vin Zappulla,Merrimack,4,4,5.4,11,11,1,0,0,63.1,67,45,38,36,48,5,18,0.282
Wilhelm Allen,Southern,4,2,6.63,14,7,0,0,0,55.2,71,49,41,23,48,6,10,0.317
Ryan Bryggman,Binghamton,1,3,6.66,10,10,0,0,0,50,60,37,37,16,48,4,6,0.293
Jackson Berry,Tennessee Tech,4,3,7.41,21,4,0,0,1,51,60,52,42,28,48,6,6,0.287
Nick Eaton,Butler,2,2,3.48,13,4,1,0,1,41.1,36,18,16,14,47,2,2,0.232
Zach Bravo,Lamar,5,2,3.5,12,12,1,0,0,61.2,51,34,24,26,47,6,5,0.229
Bryce Robison,BYU,7,2,3.78,23,6,0,0,2,64.1,67,36,27,17,47,7,5,0.261
Justin Fall,Arizona State,7,3,4.09,18,14,1,0,0,77,74,37,35,37,47,4,7,0.261
Colby Wyatt,Richmond,4,2,4.38,10,9,4,2,0,51.1,37,26,25,21,47,9,2,0.204
Cameron Brown,Central Michigan,7,3,4.68,15,14,4,0,0,75,70,51,39,28,47,10,6,0.251
Ben Hampton,West Virginia,4,3,4.83,14,10,0,0,0,54,61,33,29,15,47,0,1,0.288
Gabe Rappa,La Salle,4,2,5.43,11,10,0,0,0,61.1,77,41,37,18,47,1,5,0.298
Duncan Davitt,Iowa,5,2,5.55,13,9,0,0,0,48.2,48,31,30,19,47,3,9,0.258
Logan Gilbertson,Central Arkansas,2,3,5.89,16,11,1,0,1,55,83,47,36,17,47,4,6,0.346
Jacob Abbott,Eastern Kentucky,3,3,6.07,33,0,0,0,1,59.1,66,47,40,22,47,7,8,0.287
Marc Luna,Grambling,2,4,6.21,10,10,0,0,0,53.2,68,41,37,27,47,1,7,0.309
Kyle Klingenbeck,Northern Kentucky,5,6,6.5,13,11,3,0,0,63.2,67,54,46,38,47,8,11,0.268
Jonathan Clark,San Jose State,1,7,6.55,8,8,0,0,0,44,43,35,32,30,47,14,9,0.267
Zach Hise,Missouri,0,7,6.98,16,11,0,0,2,58,69,45,45,28,47,6,4,0.299
Genner Cervantes,Abilene Christian,7,2,7.01,15,15,2,1,0,69.1,83,64,54,37,47,12,6,0.294
Freddie Erlandson,Santa Clara,1,7,3.22,16,13,0,0,0,58.2,51,26,21,22,46,2,5,0.232
Chris DiFiore,Bucknell,5,3,3.51,10,8,2,0,0,51.1,57,28,20,18,46,1,4,0.281
Ray Weber,Albany,7,2,3.69,13,13,4,1,0,83,76,35,34,35,46,3,9,0.251
Jack Collins,Binghamton,3,3,3.98,10,8,2,1,0,52,42,24,23,30,46,8,8,0.23
Will Mullen,Western Michigan,6,1,4.3,19,1,0,0,0,52.1,46,36,25,46,46,2,12,0.243
Trevor Harris,Saint Louis,4,4,4.34,12,12,2,1,0,56,61,35,27,20,46,1,9,0.281
Carter Rustad,San Diego,5,1,4.7,15,9,1,1,0,53.2,61,31,28,20,46,8,8,0.289
Jeremy Neff,Richmond,1,3,4.91,9,7,0,0,0,44,48,27,24,13,46,1,6,0.289
Cameron Jones,Georgia State,1,8,5.54,14,13,1,0,0,65,67,43,40,26,46,4,6,0.268
Quinton Martinez,Appalachian State,3,7,5.63,13,13,0,0,0,62.1,69,44,39,23,46,5,1,0.283
Sam Leach,Northern Colorado,3,7,5.73,12,11,2,1,0,59.2,79,50,38,20,46,5,7,0.322
Trevor Nicholson,Eastern Illinois,3,3,6.33,14,10,0,0,1,48.1,50,39,34,25,46,3,3,0.26
Jacob Nagel,Bellarmine,2,5,6.62,16,10,1,0,2,69.1,93,57,51,23,46,9,2,0.324
Ian Murphy,St. John's,2,3,3.15,10,9,0,0,0,40,28,21,14,28,45,0,2,0.197
Tyler Burnham,Seton Hall,3,5,3.42,12,11,1,1,0,50,38,21,19,25,45,2,5,0.212
Zach Tsakounis,William & Mary,3,2,3.63,11,10,0,0,0,62,57,26,25,18,45,4,6,0.248
Charlie Connolly,Navy,4,1,4.5,8,8,0,0,0,36,32,18,18,16,45,3,10,0.241
Jake Babuschak,Sacred Heart,5,2,4.65,14,7,0,0,1,60,55,33,31,28,45,5,7,0.249
Anthony Mozzicato,Central Connecticut,5,2,5.09,13,13,0,0,0,58.1,68,38,33,18,45,2,5,0.283
Taed Heydinger,Akron,1,7,5.16,12,11,2,0,0,59.1,65,38,34,31,45,5,4,0.28
Noah Lewis,Maine,4,6,5.16,12,12,0,0,0,61,65,41,35,28,45,3,10,0.272
Carter Sheppard,High Point,1,5,5.63,16,1,0,0,2,48,56,39,30,26,45,12,4,0.296
Max McKinley,North Florida,4,6,7.42,12,11,0,0,0,57,95,55,47,8,45,6,4,0.371
Kaid Karnes,SIU Edwardsville,1,4,7.57,13,6,0,0,0,52.1,68,51,44,20,45,7,4,0.319
Brant Glidewell,SIU Edwardsville,6,1,4.45,14,9,0,0,0,56.2,55,30,28,12,44,3,7,0.256
Will Mercer,Notre Dame,4,2,4.53,17,10,0,0,2,55.2,60,29,28,17,44,0,3,0.273
Garrett Rukes,Florida International,3,6,4.53,13,9,1,0,0,53.2,46,34,27,24,44,2,6,0.235
Jacob Marcus,Richmond,2,4,4.71,12,8,0,0,1,36.1,26,24,19,30,44,6,17,0.203
Kaden Riccomini,UC Davis,2,5,4.74,14,5,0,0,2,57,80,34,30,10,44,2,2,0.345
Zach Segal,Cincinnati,5,4,5.14,18,9,1,0,2,70,74,41,40,28,44,6,7,0.278
Jake Jackson,Nevada,5,4,5.45,15,13,2,0,0,74.1,112,54,45,15,44,4,10,0.353
Stevan Fairburn Jr.,Air Force,5,5,6.75,15,15,0,0,0,61.1,79,54,46,23,44,5,10,0.312
Ryan Mintz,Valparaiso,1,5,6.75,13,6,0,0,0,64,76,53,48,20,44,7,8,0.302
Spencer Miles,Missouri,2,6,7.01,16,10,0,0,1,60.1,76,52,47,22,44,2,3,0.298
Josh Vitus,Wofford,3,5,7.12,13,11,0,0,1,60.2,80,53,48,12,44,3,9,0.319
Aidan Tyrell,Notre Dame,5,1,2.7,17,8,0,0,2,60,50,19,18,19,43,3,5,0.23
Noah Farmer,Southern Illinois,6,4,2.99,20,8,1,1,1,66.1,68,29,22,26,43,3,5,0.272
Brandon Llewellyn,Pepperdine,5,1,3.38,14,4,0,0,0,50.2,44,23,19,23,43,5,5,0.239
Alex McKenney,Maine,4,6,3.68,11,9,3,0,0,56.1,43,31,23,23,43,7,11,0.214
Alex Jemal,Seattle,3,7,4.18,16,12,1,0,0,71,97,44,33,13,43,4,2,0.327
Jack Liffrig,Minnesota,2,4,4.36,11,11,0,0,0,64,68,38,31,20,43,4,5,0.271
John Signore,Fairfield,5,2,4.5,12,8,1,1,2,48,48,25,24,11,43,1,4,0.251
Matt Russell,Missouri State,2,1,4.53,13,7,1,1,0,51.2,57,32,26,22,43,2,2,0.282
Brent Teller,Rutgers,4,4,4.56,11,10,0,0,0,53.1,51,30,27,23,43,7,9,0.249
Trey Pooser,College of Charleston,4,2,4.67,14,10,0,0,1,61.2,76,38,32,11,43,3,7,0.299
Chase Jeter,Sacred Heart,5,3,5.04,12,12,0,0,0,60.2,70,41,34,22,43,5,6,0.288
Gage Schenk,Bowling Green,5,2,5.19,10,10,0,0,0,52,53,32,30,24,43,1,9,0.268
Matt Draper,UMass Lowell,0,4,6.29,16,8,0,0,2,54.1,65,45,38,23,43,6,14,0.295
Tony Horn Jr.,Arkansas-Pine Bluff,3,5,6.58,17,7,1,0,2,52,59,47,38,26,43,5,9,0.289
Jack Steele,Massachusetts,3,7,6.62,10,10,1,0,0,53,67,51,39,24,43,13,12,0.303
Shane Burns,Murray State,1,3,6.75,14,14,0,0,0,60,75,45,45,42,43,1,14,0.319
Ryan Hardman,Dixie State,3,6,8.68,15,10,0,0,1,57,73,58,55,27,43,5,8,0.308
Nolan McCarthy,Georgetown,0,3,3.63,8,6,0,0,0,39.2,39,17,16,9,42,3,3,0.265
Will Nash,Arkansas State,3,6,4.11,13,12,1,0,0,65.2,63,30,30,23,42,6,2,0.249
Bay Witcher,Troy,5,4,4.17,15,14,0,0,0,69,70,40,32,27,42,8,10,0.263
Jake McMahill,Evansville,5,4,4.22,14,12,0,0,0,64,72,32,30,33,42,3,7,0.293
Jovan Gill,Stetson,4,4,4.23,16,6,1,1,1,55.1,50,26,26,16,42,6,4,0.243
Devin Desandro,Nicholls,3,4,4.23,17,9,0,0,0,55.1,48,33,26,20,42,2,7,0.233
Brandyn Garcia,Quinnipiac,1,5,4.32,7,6,2,0,0,33.1,32,20,16,16,42,2,8,0.254
Jack Sinclair,UCF,5,5,4.77,17,13,0,0,1,66,72,42,35,26,42,3,19,0.283
Luke McGuire,Eastern Michigan,5,6,4.92,14,13,2,1,0,67.2,75,42,37,14,42,1,12,0.277
Matt McClure,Loyola Marymount,4,5,4.95,14,12,0,0,0,60,69,37,33,19,42,1,6,0.291
Johnathan Harmon,Northwestern State,4,4,5.37,13,13,0,0,0,65.1,74,44,39,27,42,8,10,0.296
Tyler Jones,Winthrop,1,6,5.92,12,12,0,0,0,51.2,51,44,34,30,42,12,13,0.256
Noah Conlon,UC San Diego,3,5,6.11,13,8,1,0,1,53,58,38,36,27,42,11,12,0.29
Chad Heiner,Marshall,1,5,6.66,12,9,1,0,0,51.1,52,39,38,27,42,5,6,0.263
Trever Kilcrease,Nicholls,2,9,8.63,18,14,0,0,0,56.1,81,59,54,30,42,10,3,0.34
Rob Hensey,Monmouth,5,0,1.54,7,7,0,0,0,41,30,8,7,6,41,2,3,0.204
Carter Bosch,Georgetown,1,2,3.45,9,6,0,0,0,31.1,17,13,12,28,41,5,5,0.162
Tanner Rogen,Oral Roberts,2,4,4.13,14,13,0,0,0,61,52,39,28,28,41,13,9,0.229
Carter Holt,Arkansas State,4,3,5.18,13,12,0,0,0,64.1,78,45,37,15,41,9,9,0.292
Nick Sims,Utah Valley,1,8,5.25,14,13,0,0,0,58.1,71,42,34,23,41,6,7,0.301
Shane Gustafson,Nevada,3,2,2.89,20,0,0,0,3,46.2,36,15,15,18,40,1,8,0.218
Victor Mendoza,Prairie View,3,1,2.91,8,6,0,0,0,46.1,37,26,15,21,40,4,9,0.224
Blake Helton,Baylor,4,3,3.44,13,13,1,1,0,52.1,62,30,20,21,40,5,6,0.295
Brooks Ey,Fordham,0,4,4.99,12,7,0,0,0,52.1,53,34,29,23,40,0,6,0.269
Donovan Moffat,St. Bonaventure,3,5,5.19,13,9,5,1,2,59,78,39,34,15,40,2,5,0.328
Ky Hampton,Eastern Illinois,5,2,5.68,11,11,1,1,0,69.2,87,48,44,12,40,6,4,0.312
Dakota Hawkins,Washington State,4,6,5.82,19,6,0,0,1,51,66,39,33,13,40,4,2,0.32
Stephen Hansen,Pittsburgh,1,4,6.25,14,9,0,0,1,49,66,38,34,20,40,1,5,0.322
Mike Edwards,Milwaukee,2,8,6.86,14,14,2,0,0,60.1,87,57,46,18,40,11,11,0.347
Scott Youngbrandt,Saint Louis,3,6,7.28,11,11,0,0,0,50.2,64,49,41,20,40,4,1,0.311
Wyatt Scotti,Northeastern,4,2,2.82,12,9,0,0,0,51,39,17,16,10,39,5,8,0.214
Nick Dean,Maryland,3,1,2.87,9,9,0,0,0,53.1,47,22,17,11,39,1,4,0.233
Austin Bogart,North Florida,4,2,3.58,13,11,0,0,0,70.1,79,39,28,16,39,7,1,0.283
Michael Spellacy,Gonzaga,3,2,3.62,20,1,0,0,1,54.2,51,26,22,19,39,6,3,0.254
Jacob Bruning,Niagara,3,3,4.3,8,8,1,0,0,44,40,28,21,24,39,3,6,0.248
Jace Warkentien,Western Illinois,2,4,4.47,10,10,0,0,0,58.1,53,32,29,37,39,6,6,0.245
Peter Chronowski,Seattle,3,3,4.75,18,6,2,1,1,60.2,72,42,32,14,39,2,4,0.298
Jack DiLauro,Holy Cross,1,2,4.89,7,7,1,1,0,38.2,37,24,21,14,39,4,3,0.245
Shawn Runey,North Carolina Central,4,5,5.09,12,11,1,0,0,53,51,36,30,26,39,0,9,0.259
Jack Mahoney,Manhattan,2,4,5.44,10,8,1,1,0,46.1,46,32,28,26,39,4,5,0.253
Tyler Sylvester,Tennessee Tech,0,5,6.44,15,13,0,0,0,50.1,56,38,36,29,39,6,2,0.287
Jordan Yoder,Lafayette,3,3,6.49,8,6,0,0,0,34.2,44,29,25,17,39,3,6,0.306
Eric Miles,Presbyterian,3,5,7.88,12,8,0,0,0,48,68,45,42,20,39,8,2,0.337
Donovan Burke,James Madison,4,1,3,13,2,0,0,0,33,19,16,11,17,38,4,8,0.178
Roman Angelo,CSU Bakersfield,2,2,4.01,10,10,0,0,0,51.2,48,25,23,22,38,6,8,0.249
Brendan Medoro,Fairleigh Dickinson,1,3,4.72,17,3,0,0,6,55.1,72,35,29,13,38,4,4,0.316
Michael Johnson,North Carolina A&T,2,7,5.15,11,11,1,0,0,57.2,65,44,33,23,38,6,6,0.28
Kyle Moore,North Alabama,0,8,5.5,13,10,1,0,0,54,72,50,33,22,38,7,6,0.312
Will Greer,Bucknell,3,5,5.63,10,10,1,0,0,56,63,44,35,24,38,3,9,0.279
Jake Garland,Miami,6,4,5.69,16,13,0,0,0,68,75,47,43,14,38,4,6,0.286
Cory Brooks,Purdue,3,4,5.79,14,8,0,0,0,51.1,61,35,33,17,38,4,3,0.303
Tyler Uberstine,Northwestern,3,3,5.9,9,9,0,0,0,39.2,53,31,26,20,38,7,2,0.315
David Watson,Utah,2,8,6.12,14,13,0,0,0,60.1,74,54,41,23,38,8,7,0.306
Tyler Bradt,VMI,2,3,3.2,17,6,0,0,0,50.2,44,29,18,32,37,6,2,0.23
Tim Blaisdell,Hartford,4,3,4.53,9,9,2,1,0,49.2,47,29,25,16,37,2,5,0.245
Brett Erwin,UC Davis,1,4,5.06,12,11,0,0,0,58.2,64,37,33,28,37,11,7,0.283
Ben Sears,Houston,2,4,5.35,15,13,0,0,0,67.1,79,45,40,24,37,1,5,0.292
Dylan Cumming,Liberty,4,3,6.14,12,8,0,0,0,58.2,58,40,40,19,37,2,6,0.256
Luke Johnson,UMBC,2,3,6.51,24,10,1,1,0,47,50,35,34,15,37,8,10,0.263
Jake Bloss,Lafayette,3,1,6.69,8,7,0,0,1,39,51,36,29,12,37,3,3,0.311
Ben Smith,North Dakota State,6,4,6.93,12,12,0,0,0,62.1,99,58,48,22,37,4,6,0.365
Robbie Buecker,Army,3,4,6.95,13,12,1,0,0,57,58,52,44,28,37,5,15,0.259
Josh Hancock,Florida A&M,4,8,7.6,13,13,1,0,0,58,77,57,49,32,37,3,10,0.329
Cam Seguin,UMass Lowell,5,2,3.78,12,5,0,0,0,47.2,51,24,20,18,36,0,8,0.28
Brandon Husdon,Arkansas State,5,3,5.1,15,10,0,0,0,54.2,58,39,31,32,36,7,7,0.266
Nick Parker,Coastal Carolina,3,5,5.16,14,13,0,0,0,68,78,46,39,24,36,5,8,0.293
Roel Garcia,Rice,1,5,5.87,13,13,1,0,0,53.2,66,37,35,16,36,3,5,0.311
Justin Pearson,William & Mary,4,7,6.19,16,7,0,0,0,52.1,69,42,36,21,36,1,7,0.317
Kerry Boykins Jr.,Grambling,4,3,7.28,11,10,1,0,0,55.2,71,50,45,16,36,2,7,0.311
Tyler Zarella,Houston Baptist,0,8,7.35,13,8,0,0,0,52.2,71,49,43,24,36,14,7,0.326
Jake Rappaport,New Jersey Tech,8,2,3.71,28,0,0,0,11,51,48,22,21,14,35,5,1,0.241
Aaron Celestino,Incarnate Word,2,1,3.81,19,5,0,0,0,54.1,61,28,23,13,35,5,7,0.282
Sam Ireland,Minnesota,0,3,4.1,26,7,0,0,0,37.1,35,23,17,16,35,3,3,0.248
Cameron Leonard,UC San Diego,5,6,4.7,13,12,1,0,0,74.2,76,45,39,18,35,4,4,0.257
Nathan Diamond,Pepperdine,3,4,4.77,13,5,0,0,2,45.1,55,26,24,15,35,1,11,0.304
Nick Powers,Michigan State,4,3,4.87,9,9,0,0,0,44.1,49,28,24,18,35,4,8,0.282
Taylor Catton,Bradley,5,3,4.93,14,2,0,0,0,45.2,37,27,25,23,35,7,7,0.219
Gabe Karslo,Fordham,4,2,5.01,11,8,0,0,0,46.2,43,27,26,26,35,1,3,0.242
Wyatt Villella,Merrimack,2,4,5.33,11,8,0,0,0,49,45,35,29,20,35,2,4,0.245
Jackson Svete,Long Island,1,4,5.35,8,7,0,0,0,37,35,27,22,26,35,8,4,0.254
Ike Buxton,Lipscomb,4,5,5.36,18,10,0,0,1,48.2,58,34,29,25,35,6,6,0.297
Charlie McDaniel,Presbyterian,4,3,5.43,12,12,1,0,0,68,78,41,41,11,35,7,5,0.292
Bobby Voortmeyer,Utah Valley,2,8,6.14,15,11,0,0,0,58.2,73,50,40,30,35,5,3,0.309
John MacCauley,Butler,3,3,6.21,11,6,0,0,0,37.2,33,29,26,31,35,4,8,0.25
Tim Wieser,UC Davis,2,8,6.27,16,11,0,0,0,60.1,83,54,42,28,35,7,11,0.325
Gunnar Groen,Pepperdine,2,0,7.15,12,8,0,0,0,45.1,47,39,36,29,35,7,7,0.275
Henrik Reinertsen,Pacific,2,6,7.94,13,9,0,0,0,51,62,49,45,9,35,5,13,0.302
Alec Gomez,Gonzaga,5,4,5.83,15,10,0,0,1,54,64,36,35,21,34,2,2,0.295
Nestor German,Seattle,5,5,6.25,15,8,1,1,0,59,70,45,41,23,34,4,5,0.29
Jimmy Galicia,Loyola Marymount,2,8,6.71,18,9,0,0,0,49.2,69,43,37,14,34,3,4,0.324
Noah Niznik,Southeast Missouri State,2,6,8.25,14,11,1,0,0,55.2,78,56,51,29,34,6,5,0.339
Alex Barker,Monmouth,3,1,2.68,8,7,1,0,0,37,33,12,11,10,33,0,7,0.244
Aaron Charles,CSU Bakersfield,2,3,3.8,11,9,0,0,1,47.1,53,30,20,13,33,4,8,0.283
Kyle Subers,Lafayette,3,0,5.4,7,6,2,0,0,33.1,26,20,20,31,33,5,3,0.222
Jordan Haddaway,Delaware State,4,4,5.63,12,11,1,0,0,56,63,42,35,41,33,5,10,0.289
Joseph Battaglia,Southern,5,4,5.86,12,10,0,0,0,55.1,65,37,36,16,33,4,6,0.294
Caleb Reinhardt,Evansville,2,3,5.97,14,11,1,0,0,63.1,76,46,42,23,33,0,2,0.303
Max Habegger,Lipscomb,1,8,6.71,13,10,0,0,0,49.2,59,42,37,19,33,5,14,0.298
Jaret Edwards,George Washington,5,4,2.93,16,7,3,1,0,55.1,47,28,18,24,32,3,4,0.227
Mike Doherty,Northwestern,1,4,3.7,11,11,0,0,0,63.1,64,31,26,15,32,5,7,0.261
Rigo Ramos,Bowling Green,3,6,4.12,12,11,1,0,0,54.2,60,34,25,27,32,6,11,0.291
Duncan Howard,Presbyterian,3,2,4.69,12,11,0,0,0,55.2,54,37,29,27,32,2,5,0.26
Jordan Warecke,Saint Peter's,2,4,5.24,6,6,2,1,0,34.1,37,22,20,14,32,2,5,0.268
William Jackson,Coppin State,1,4,5.44,11,8,0,0,0,46.1,57,38,28,19,32,11,5,0.297
Joe Todd,Stephen F. Austin,3,4,4.79,12,12,1,0,0,62,79,42,33,23,31,7,6,0.311
Angelo Tonas,Georgetown,1,4,5.51,9,5,0,0,0,32.2,34,21,20,10,31,4,5,0.268
Ryan LaMay,Sacred Heart,3,4,6.54,12,12,0,0,0,53.2,78,43,39,10,31,1,7,0.336
Josh Agnew,Loyola Marymount,6,1,3.06,13,7,0,0,2,53,57,23,18,9,30,1,4,0.271
Riley Sinclair,Seattle,0,5,4.06,13,7,0,0,0,51,49,32,23,28,30,5,2,0.249
Jed Moscot,Bradley,3,2,4.44,14,3,0,0,1,48.2,54,27,24,10,30,2,4,0.276
Nick Heckman,Nicholls,2,6,4.76,13,12,0,0,0,64.1,70,38,34,14,30,1,9,0.277
Reid Celata,UMBC,4,7,5.79,11,10,2,0,0,56,64,44,36,18,30,5,7,0.284
Eric Marrujo,UC Riverside,2,6,6.13,19,6,0,0,1,54.1,68,43,37,32,30,7,10,0.313
Nathaniel Garley,New Mexico,1,4,6.58,13,12,0,0,0,53.1,80,45,39,12,30,7,2,0.351
Trevor Hinkel,Pepperdine,3,8,6.92,14,12,0,0,1,54.2,74,50,42,34,30,1,11,0.333
Peyton Baker,Alabama A&M,2,5,8.34,10,8,1,0,0,45.1,70,49,42,20,30,5,9,0.354
Matthew Dubois,Saint Peter's,1,4,8.69,7,4,0,0,0,29,43,30,28,11,30,1,2,0.35
Elijah Baez,St. Bonaventure,1,8,4.91,10,9,3,0,0,47.2,43,32,26,27,29,5,5,0.247
Chandler Fochs,Western Illinois,2,6,6.58,10,10,1,1,0,53.1,71,50,39,15,29,5,6,0.31
Noah Beal,UNLV,2,1,6.69,11,8,0,0,0,36.1,48,28,27,15,29,3,1,0.32
Mike McCully,Siena,3,7,6.89,10,9,3,1,0,48.1,62,43,37,22,29,4,11,0.316
John Guienze,Southern,1,6,7.01,14,11,1,1,0,51.1,56,47,40,23,29,3,10,0.283
Ryan Stoudemire,George Mason,2,9,7.18,12,12,0,0,0,52.2,80,49,42,28,29,4,5,0.345
Ryan Cardona,Marist,1,3,3.34,6,6,0,0,0,29.2,24,20,11,22,28,7,7,0.22
Luke Dawson,Holy Cross,1,3,4.07,7,7,1,1,0,31,33,21,14,17,28,2,4,0.275
Kyle Warner,Canisius,4,2,4.54,9,6,2,0,0,39.2,46,23,20,7,28,2,6,0.297
Tommy Goodridge,Navy,1,2,4.93,10,9,1,0,0,45.2,46,25,25,17,28,1,13,0.257
Austin Bohannon,UAB,0,6,5.19,13,11,0,0,0,59,61,40,34,29,28,10,9,0.269
Luke Zimmerman,Saint Joseph's,3,3,5.83,12,6,0,0,1,41.2,52,35,27,18,28,2,4,0.308
Kobe Head,Alcorn State,3,5,6.92,8,8,1,1,0,39,50,36,30,19,28,0,2,0.318
Tyler Laux,Prairie View,4,4,8.03,8,8,0,0,0,37,55,41,33,20,28,2,8,0.355
Liam Devine,St. Bonaventure,2,3,7.41,7,6,0,0,0,34,44,37,28,26,27,3,5,0.308
Owen Hamilton,UMBC,1,4,8.02,12,9,0,0,0,46,60,49,41,18,27,7,11,0.316
Hunter Stallings,Mississippi Valley State,0,4,13.32,6,4,0,0,0,24.1,44,42,36,18,27,4,8,0.396
Michael Hovermill,Alabama A&M,2,4,16.14,13,4,0,0,1,29,56,58,52,19,27,6,5,0.394
Kevin Eaise,Pennsylvania,2,0,2.42,5,3,0,0,0,26,17,7,7,10,26,4,3,0.189
Mike Lazos,Long Island,7,1,3.56,11,6,0,0,0,43,45,20,17,9,26,4,1,0.273
Josh Sharman,UNLV,1,4,5.69,11,11,1,0,0,55.1,64,37,35,13,26,4,4,0.299
Josue Torres,Alabama A&M,1,1,8.91,10,2,1,0,1,34.1,59,44,34,13,26,2,2,0.364
Brett Sears,Western Illinois,2,4,5.91,8,8,1,1,0,42.2,52,32,28,22,25,2,3,0.301
Liam McDonnell,James Madison,1,3,7.12,9,7,0,0,0,36.2,50,33,29,21,25,3,1,0.331
Tucker Juline,UC Riverside,3,5,5.74,13,12,0,0,0,69,96,49,44,19,24,8,5,0.332
Alex Pansini,Marist,2,4,6.15,6,6,1,0,0,33.2,42,26,23,11,24,1,3,0.302
Quinn Lavelle,Northwestern,4,2,6.16,11,6,0,0,0,38,36,27,26,10,24,0,8,0.257
Owen Coady,Pennsylvania,0,0,3.31,5,0,0,0,2,16.1,10,7,6,9,23,0,3,0.169
Joel Barker,Arkansas-Pine Bluff,2,7,11.06,14,7,0,0,0,48,79,67,59,22,23,8,14,0.357
